	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g8162	39	50	51	19	25	25	35	20	34	26	37	26
g8163	1152	1374	1573	2852	1511	1713	2114	2011	1702	1916	1660	1603
g8164	2201	1958	2170	4021	3109	2755	2961	1874	2104	3409	2153	2486
g8165	8	2	1	4	7	11	3	7	3	5	7	4
g8166	342	49	547	15	91	593	116	431	564	102	282	93
g8167	109	91	125	185	101	208	107	92	133	146	134	104
g8168	24	26	48	60	32	52	37	43	12	38	19	35
g8169	140	116	161	107	170	141	150	99	314	179	62	63
g8170	35	43	12	42	153	12	190	3	32	117	22	59
g8171	797	755	1056	1473	906	1084	911	1171	911	890	969	625
g8172	28	59	40	37	43	62	80	12	65	27	40	72
g8173	49	12	39	1	3	10	7	47	9	8	15	0
g8174	23	10	22	11	13	5	5	5	153	2	13	3
g8175	92	252	16	135	4	94	844	84	622	731	39	269
g8176	2	5	1	14	3	8	3	0	4	6	1	0
g8177	13	2	36	5	21	1	0	0	23	14	1	1
g8178	979	870	1212	1485	1084	1676	1500	1154	1319	881	610	756
g8179	28	41	70	94	75	25	18	47	73	47	24	12
g8180	51	55	200	504	131	199	131	124	95	115	172	142
g8181	2	32	7	22	4	3	16	8	1	37	18	11
g8182	245	50	213	109	269	34	30	64	950	138	133	1
g8183	8	3	1	11	10	6	12	4	2	7	8	8
g8184	354	874	593	1845	493	967	1017	757	1215	769	638	1349
g8185	1949	4608	2334	8044	2911	4121	5434	2485	4249	6651	3532	2512
g8186	11	11	9	17	15	41	44	18	18	13	31	7
g8187	60	125	87	137	48	72	187	89	87	135	29	18
g8188	9	5	0	0	13	0	11	1	13	31	12	5
g8189	3750	2927	4914	4210	4059	3814	2670	2931	3931	4083	4491	1932
g8190	15282	13520	14167	19233	19082	29882	21209	15718	29487	12272	16802	17345
g8191	6277	7715	10623	5088	4985	10622	6698	5821	9370	6328	3251	5735
g8192	608	629	537	765	641	556	693	849	472	371	223	222
g8193	341	211	470	462	300	554	440	352	371	444	400	232
g8194	617	543	437	1265	58	385	397	200	898	142	252	374
g8195	20	14	11	19	12	16	20	22	25	15	13	18
g8196	229	237	258	353	214	81	171	115	272	166	145	90
g8197	602	267	105	147	231	153	755	461	709	941	353	277
g8198	3253	4707	10488	11143	6911	10994	10268	3200	6056	6626	6277	4755
g8199	2879	966	2838	2478	1326	1511	1856	888	2547	1491	1622	774
g8200	13	28	60	14	13	2	22	0	1	9	43	4
g8201	2316	2374	1850	2985	1665	3299	4339	1647	3399	4041	1350	1026
g8202	3	2	2	7	6	4	8	1	8	5	1	2
g8203	9	27	11	9	19	15	12	16	5	6	4	6
g8204	24	29	23	21	29	32	22	14	70	13	18	7
g8205	75	356	300	331	126	151	396	161	462	95	223	43
g8206	9	9	2	41	24	3	4	10	6	3	2	4
g8207	598	345	342	577	248	539	483	614	176	467	253	132
g8208	517	712	793	669	672	927	374	808	712	259	453	255
g8209	1105	1307	1575	1370	1261	1105	883	1555	1985	1321	783	1050
g8210	71	33	135	32	85	188	221	15	153	191	63	7
g8211	1	1	8	8	6	1	4	1	10	8	1	1
g8212	151	227	83	98	218	201	130	192	290	125	131	208
g8213	4658	3292	6897	7288	2006	4603	3691	2610	4841	4670	2722	3007
g8214	83	180	124	205	220	179	93	56	163	134	117	88
g8215	11	46	16	16	67	7	27	14	36	11	32	5
g8216	1940	2412	2347	3716	3132	3689	2412	2361	3500	2223	1418	2032
g8217	3427	2395	2827	5245	3063	2155	4201	2666	2605	2355	1735	1337
g8218	35	46	32	3	25	44	38	87	71	69	0	4
g8219	48	108	26	124	50	67	242	118	38	33	21	56
g8220	2088	1849	1063	2431	1436	2381	1795	1370	2282	1302	1633	1286
g8221	46	2	0	1	141	27	3	66	34	41	14	9
g8222	245	181	146	394	301	223	152	146	195	232	91	182
g8223	692	320	89	342	905	501	195	623	400	153	348	463
g8224	128	140	325	333	290	225	156	284	149	229	190	98
g8225	28	85	45	29	24	97	55	23	14	43	39	19
g8226	1908	1754	603	1663	1737	1675	2699	1694	2344	1835	1743	1318
g8227	2767	2428	11313	4292	6266	4175	4629	4364	2615	4433	1493	1070
g8228	20	18	35	3	2	0	3	0	0	2	17	8
g8229	2588	3608	2146	8975	4533	6019	3417	4763	5749	3786	2325	2117
g8230	367	421	391	1260	947	713	586	443	982	509	454	830
g8231	92	111	141	178	97	111	131	107	82	117	65	47
g8232	1	0	101	92	5	72	8	4	8	6	10	20
g8233	851	425	1156	371	413	900	454	333	340	210	360	311
g8234	651	541	987	942	434	956	706	653	1084	492	643	410
g8235	3966	4849	4314	5985	4993	5286	4092	4019	4786	4142	4405	2412
g8236	6343	6483	6036	7421	4849	6153	5159	4927	6971	5725	6315	3159
g8237	44	41	40	84	94	54	51	19	177	62	41	61
g8238	647	1653	3500	3640	3100	2875	1834	2613	5311	3310	4985	2795
g8239	660	696	613	667	508	1751	870	772	912	393	542	888
g8240	88	85	150	330	250	196	176	142	284	139	207	83
g8241	855	965	1484	2757	1456	3009	605	1287	545	1807	609	2495
g8242	9	9	14	20	11	16	14	9	13	15	14	8
g8243	25	48	55	50	24	23	33	31	7	32	24	35
g8244	813	1217	1162	1276	1142	1445	1260	1188	1661	1276	1047	849
g8245	7899	3065	3787	7954	10721	5011	6925	3929	9000	7240	3260	6347
g8246	256	202	151	150	368	198	168	190	132	133	225	204
g8247	46	51	73	189	66	70	83	84	125	45	22	31
g8248	4580	2870	2744	3664	5306	2901	2254	2306	3219	3427	2454	2390
g8249	678	809	585	597	457	743	494	581	712	775	678	644
g8250	2341	982	2041	2110	1162	636	827	1946	1760	1717	2146	1154
g8251	20	40	63	53	68	115	67	43	76	18	24	26
g8252	571	547	345	587	425	1490	597	687	978	970	669	364
g8253	6	61	50	12	26	41	19	26	46	21	9	10
g8254	2388	1981	1625	2757	1534	1971	2749	1207	2055	1391	1283	1175
g8255	689	938	812	1082	725	773	757	472	633	763	616	361
g8256	136	151	193	122	79	181	170	119	107	220	80	138
g8257	1	0	55	3	0	67	13	63	37	77	4	47
g8258	0	7	12	5	0	3	0	0	3	1	2	2
g8259	587	685	633	832	1501	889	773	690	911	786	473	954
g8260	1	0	0	7	4	0	0	0	2	3	1	0
g8261	19	16	12	19	17	13	7	13	11	13	14	14
g8262	149	275	188	320	88	165	145	175	153	265	184	177
g8263	1283	1894	1316	1211	1211	2515	2275	1095	1798	905	1298	941
g8264	53	58	77	73	104	67	55	36	25	129	75	27
g8265	131	82	31	7	104	33	0	164	0	12	0	63
g8266	1883	1899	1376	1840	1006	1725	1519	1410	1884	2020	958	959
g8267	94	40	133	59	112	50	48	126	118	18	80	79
g8268	1893	1500	1569	1268	2935	2760	2984	1364	3358	1432	2439	1171
g8269	0	6	14	16	160	17	1	69	8	14	21	3
g8270	175	269	35	99	1056	242	426	880	628	115	221	277
g8271	995	809	2635	1278	1062	1383	833	1758	1638	787	894	345
g8272	2	0	3	16	12	9	2	4	5	10	2	4
g8273	8	5	10	14	5	9	6	7	9	7	5	9
g8274	896	297	309	444	407	733	222	180	478	514	333	612
g8275	753	283	405	1142	380	1224	732	474	867	530	311	296
g8276	0	5	0	1	9	1	3	0	1	2	0	4
g8277	1402	2482	913	3310	1266	891	1638	1508	2558	1029	879	544
g8278	1722	1540	612	2748	1883	2109	1208	1323	2202	1601	1678	657
g8279	13	14	19	19	6	23	11	13	11	15	13	5
g8280	140	218	48	161	115	116	117	300	114	176	94	104
g8281	0	3	6	6	2	6	2	4	1	8	3	2
g8282	0	12	6	39	21	4	3	35	1	25	12	1
g8283	385	692	500	1304	669	454	1226	357	1156	759	670	350
g8284	682	1277	1170	1155	1136	1161	881	782	705	1203	299	638
g8285	8095	7465	17000	7297	7382	4019	8440	5340	6817	14869	9249	7639
g8286	798	642	534	1875	891	1581	1123	450	1288	503	402	269
g8287	18	11	20	21	18	11	26	48	27	13	17	21
g8288	2524	2140	1525	3122	1613	2802	3757	2002	2718	2715	1412	1614
g8289	0	11	142	66	232	91	62	28	6	47	1	3
g8290	1662	1235	1603	1108	1283	1259	957	392	915	1643	359	950
g8291	119	150	57	127	50	78	43	56	51	72	58	40
g8292	13	21	21	24	8	16	14	16	22	27	17	15
g8293	5	2	3	4	4	3	3	5	6	10	4	1
g8294	5	9	15	33	11	5	28	10	20	15	6	3
g8295	24	1	2	11	0	7	16	13	1	0	13	2
g8296	8	9	3	17	9	15	15	11	16	12	1	6
g8297	13	37	19	18	13	16	8	14	21	16	7	9
g8298	3	7	3	10	2	4	8	0	2	41	4	1
g8299	603	733	449	571	519	414	791	570	777	594	577	366
g8300	14	1	6	120	0	17	4	0	981	0	0	1
g8301	522	748	722	1025	336	1164	727	537	959	561	402	736
g8302	268	397	55	213	92	137	470	286	515	324	264	73
g8303	3480	2103	2115	4164	3941	3120	2191	1827	4721	1620	3479	912
g8304	306	248	287	612	354	310	308	301	452	347	201	238
g8305	302	375	115	197	301	109	327	175	312	303	62	92
g8306	830	835	676	1213	1017	881	853	709	1384	654	450	579
g8307	40	55	65	82	41	37	82	59	51	54	28	46
g8308	91	135	36	213	110	91	176	126	83	123	164	112
g8309	615	320	565	246	595	197	196	727	255	338	316	152
g8310	53	114	71	86	49	134	73	77	96	69	63	27
g8311	2322	3169	372	23304	7678	142	1489	9045	2050	5549	3979	6525
g8312	4	11	2	13	0	1	1	4	0	7	8	1
g8313	82	99	88	62	175	64	54	167	8	46	71	51
g8314	6	326	815	37	65	161	77	67	230	48	33	208
g8315	354	227	157	642	206	125	149	57	406	181	174	50
g8316	3	5	3	1	0	4	0	2	2	0	2	5
g8317	0	102	0	0	2	17	0	8	3	0	12	163
g8318	1	5	3	0	3	2	0	3	2	4	0	1
g8319	1	6	6	2	1	4	14	1	3	11	0	3
g8320	4159	1563	3047	1523	1464	2058	1746	3621	3582	3115	3433	1490
g8321	2559	2521	2676	2927	1958	2244	2225	2487	2770	2459	1748	1656
g8322	1853	1678	2284	2948	1498	3096	1866	2501	1523	1989	1121	1736
g8323	262	258	264	300	253	413	148	352	186	323	234	202
g8324	24	107	40	86	57	37	37	32	82	40	22	99
g8325	170	509	268	325	540	322	322	317	417	372	185	220
g8326	31	2	6	7	26	21	3	1	16	1	17	8
g8327	563	674	1176	996	765	920	727	356	535	1583	488	819
g8328	0	3	5	3	1	2	0	2	7	2	0	0
g8329	5	4	4	5	1	1	3	2	6	5	4	4
g8330	67	326	399	54	121	156	180	227	100	335	118	61
g8331	48	52	55	94	65	69	66	68	76	49	43	38
g8332	2293	2499	2626	3002	1476	2099	1692	2227	2284	2589	1665	943
g8333	398	164	4	71	278	259	89	263	38	11	22	12
g8334	437	583	1496	539	885	662	596	694	814	716	374	321
g8335	185	19	35	139	111	32	136	11	150	122	61	84
g8336	5610	3716	5581	8469	4805	7494	7019	5339	8288	5322	3935	3679
g8337	250	177	106	116	327	166	175	717	191	123	257	414
g8338	5	8	3	6	1	2	23	9	7	14	7	0
g8339	1687	1829	1784	1140	1858	1277	1827	1291	2467	2664	761	1056
g8340	30	42	6	29	50	46	19	21	7	8	14	9
g8341	0	0	3	1	0	0	0	16	0	7	22	0
g8342	581	2052	2137	1406	1362	1083	1134	411	1639	1721	1248	1057
g8343	1489	2397	1020	1385	571	584	714	1041	699	1973	1111	958
g8344	6	6	9	88	49	0	79	15	5	1	4	20
g8345	46	10	0	55	19	2	27	15	67	2	30	1
g8346	95	163	114	126	111	164	119	71	141	115	156	80
g8347	601	568	594	903	752	547	564	714	932	621	537	337
g8348	0	0	1	1	1	0	0	4	1	3	0	0
g8349	1661	954	1090	1201	652	1247	1307	684	2399	1040	1190	943
g8350	957	1035	820	1047	1204	979	1169	1020	1152	1354	582	755
g8351	492	408	936	1312	1089	434	1097	797	34	95	248	101
g8352	77	138	153	189	244	166	153	58	131	163	96	201
g8353	88	57	32	87	68	70	156	29	62	68	43	91
g8354	610	548	367	614	467	616	561	391	481	855	523	378
g8355	642	950	682	881	479	1054	744	731	788	458	819	962
g8356	1483	1840	2067	3391	1683	3446	1214	1293	1104	1280	1539	520
g8357	2092	2925	2637	3570	2604	2415	2001	2120	2792	2570	1983	2102
g8358	1094	883	1397	3920	980	679	1548	1104	2046	1547	763	607
g8359	30	70	27	42	39	141	30	26	67	68	24	21
g8360	4	160	9	2	278	4	292	144	0	1	64	0
g8361	605	949	402	500	721	1087	640	1490	986	492	628	723
g8362	7646	8225	5514	8087	5914	7536	6078	6017	8625	8217	6121	6261
g8363	1594	1930	1223	1541	1321	1445	1556	1563	1713	1813	1489	957
g8364	82	169	9	75	14	72	171	27	90	74	61	46
g8365	1	18	27	28	59	111	28	48	11	72	29	30
g8366	6	312	21	117	28	9	298	513	738	79	18	428
g8367	141	156	270	82	75	127	118	148	357	130	228	92
g8368	941	575	1285	1041	492	1177	1125	1321	878	771	480	290
g8369	7838	7031	11159	15284	9660	6561	7063	8614	8642	14901	7578	5540
g8370	296	354	319	408	474	1242	515	439	804	296	249	337
g8371	349	86	450	558	767	1446	227	622	365	371	541	458
g8372	10718	11275	12699	13025	12000	13681	14352	10719	16861	12241	5653	4514
g8373	694	716	718	838	380	507	521	308	346	923	446	380
g8374	1	9	45	1	17	14	9	15	1	64	10	3
g8375	3090	1081	3235	4343	2993	3567	2976	3034	3148	2335	1519	2004
g8376	2228	2806	2276	3264	2614	2496	2870	1982	3085	2806	2098	1256
g8377	11	62	46	69	27	27	7	48	94	105	30	15
g8378	6	3	3	2	9	6	5	10	4	9	14	2
g8379	2320	2979	765	5062	3486	1899	2946	2521	1425	3252	1347	2302
g8380	351	286	78	214	539	956	118	1114	370	278	665	227
g8381	5	35	0	4	17	2	2	19	5	23	7	2
g8382	1137	1157	1742	1664	772	548	1545	847	1363	1348	751	566
g8383	154	164	216	286	283	209	232	193	111	217	88	152
g8384	462	1138	1603	1201	947	1383	2216	1746	1431	1664	1056	917
g8385	189	103	69	132	94	92	136	40	70	36	43	25
g8386	786	241	681	1156	550	231	456	596	598	386	507	598
g8387	3	3	8	6	3	7	2	0	1	4	1	2
g8388	1168	978	1159	1313	571	989	1105	702	976	1036	853	925
g8389	127	181	151	109	100	202	213	205	224	187	118	117
g8390	38	41	37	59	18	30	31	29	36	28	32	51
g8391	147	408	1568	955	242	1783	448	1224	424	738	380	824
g8392	13	11	0	0	0	2	1	1	0	0	1	3
g8393	15	27	1	6	28	19	21	2	4	2	11	6
g8394	1	1	0	2	1	15	5	2	4	3	1	6
g8395	31	7	8	8	15	10	25	2	41	23	21	14
g8396	3767	2360	2338	3684	2034	2611	2261	2267	2344	2249	1329	1684
g8397	233	200	132	184	247	244	383	242	217	417	75	141
g8398	230	286	482	413	457	469	377	377	462	396	207	210
g8399	12	45	35	73	28	50	43	31	38	65	40	20
g8400	30	37	28	25	26	48	15	107	65	10	17	33
g8401	20	9	14	9	16	6	15	6	6	7	16	19
g8402	486	281	412	203	483	419	328	292	168	199	176	214
g8403	866	1091	486	746	431	898	384	378	366	175	335	878
g8404	133	61	40	56	42	25	24	28	89	31	33	8
g8405	342	338	227	250	402	133	376	343	295	186	208	161
g8406	10471	16200	14217	8617	15783	17872	14505	14080	12835	7282	9241	5392
g8407	421	670	1003	440	468	545	689	258	915	632	573	404
g8408	77	119	100	119	103	105	62	46	96	101	104	56
g8409	100	104	65	130	158	138	170	41	116	96	98	72
g8410	230	265	224	229	111	117	240	103	732	773	36	165
g8411	446	622	452	694	585	620	714	514	594	627	369	463
g8412	101	81	26	20	18	74	22	5	17	18	22	12
g8413	1100	1411	4585	2855	3220	3378	1656	4009	2577	2724	2380	1468
g8414	1136	721	1532	1067	2969	1678	832	1507	1222	816	484	925
g8415	3	6	3	2	14	5	21	8	0	4	11	3
g8416	30	106	75	64	77	44	74	38	206	88	53	37
g8417	21229	13726	16360	17529	13014	27967	11669	14031	12874	12570	11327	9986
g8418	1254	1475	1728	2010	1409	1642	1529	1536	1805	1280	1168	913
g8419	1403	396	278	670	825	1176	266	746	407	1145	418	319
g8420	274	354	327	335	215	289	364	474	337	438	341	114
g8421	92	97	96	178	118	151	111	51	118	158	61	58
g8422	506	325	453	493	276	304	563	290	508	213	258	370
g8423	36	79	40	113	90	87	36	39	118	24	53	42
g8424	335	389	415	1758	1083	313	792	1216	429	1150	462	157
g8425	73	69	45	37	39	38	82	44	95	73	71	6
g8426	0	0	0	8	4	0	1	2	9	6	2	9
g8427	231	339	404	283	258	314	338	250	388	250	157	245
g8428	0	6	3	18	3	9	7	7	8	4	3	1
g8429	603	301	1114	786	367	443	972	777	631	1137	311	283
g8430	1647	1138	1073	1923	1497	941	987	1017	2200	1706	913	1319
g8431	1	12	6	5	5	3	5	8	15	7	2	5
g8432	2037	1699	1166	2858	1267	1349	1143	1164	2227	1266	1114	802
g8433	9	7	24	1	26	0	3	2	0	0	0	0
g8434	58	71	65	112	62	31	36	65	93	49	55	19
g8435	555	417	389	515	644	668	771	516	548	578	433	291
g8436	940	973	401	1088	701	1011	1095	385	931	630	440	566
g8437	6493	5388	5772	7145	9359	15051	13091	4293	11887	6399	5402	8652
g8438	2036	2802	1532	3320	2473	3168	1705	1576	2266	2589	2394	1675
g8439	2345	789	23	139	3066	791	192	1095	1828	164	184	346
g8440	422	1569	481	689	685	1786	651	864	506	817	634	321
g8441	2	8	70	13	1	1	5	5	31	8	2	0
g8442	4534	3005	2904	5386	4299	3719	2600	2499	4668	5816	3625	3405
g8443	23	42	59	12	41	91	23	29	37	46	42	18
g8444	24	106	24	71	3	92	1	30	31	45	9	19
g8445	27	14	56	8	42	15	16	12	22	19	18	32
g8446	2	5	1	0	0	0	4	0	12	6	0	4
g8447	5525	4361	3458	6714	4006	6145	4965	3669	4753	4532	1140	3284
g8448	17	41	15	16	16	25	37	18	17	18	9	5
g8449	1	7	7	7	5	10	12	4	6	0	3	4
g8450	1802	1847	1589	2437	1247	2282	1674	1425	2631	2588	1465	1316
g8451	92	58	106	177	87	56	112	56	48	36	63	66
g8452	182	190	224	146	125	162	159	97	225	218	97	78
g8453	621	604	765	685	703	306	1571	490	712	987	161	288
g8454	160	198	134	91	304	265	44	290	367	116	372	196
g8455	131	64	96	153	76	86	88	97	96	127	57	98
g8456	8	3	5	17	13	10	10	6	20	1	4	3
g8457	118	71	164	96	35	153	4	8	67	15	168	17
g8458	0	9	1	8	4	5	1	3	1	2	3	1
g8459	6	26	23	128	15	72	1	106	57	122	66	14
g8460	162	96	171	172	137	95	147	55	171	71	101	63
g8461	4	8	36	18	5	43	37	44	4	53	61	2
g8462	642	97	2032	2742	2312	7069	2027	1793	1510	4085	2309	1211
g8463	133	451	331	872	204	294	312	101	1536	76	118	151
g8464	1704	1589	1410	2841	2246	2449	1707	1504	2508	2633	1482	1103
g8465	540	474	516	775	717	543	565	690	506	538	378	431
g8466	18	8	6	23	8	15	4	10	85	33	5	4
g8467	40	49	163	122	109	18	31	64	79	45	69	51
g8468	16	13	8	13	11	14	8	13	6	14	9	5
g8469	24	10	12	54	2	27	18	22	61	47	2	30
g8470	1377	460	447	646	111	496	1635	416	720	676	2365	860
g8471	2168	2436	1827	3396	2040	2928	1998	1374	2171	2909	1608	1454
g8472	3	6	4	5	4	3	3	4	2	7	4	2
g8473	205	436	153	485	142	136	9	178	273	83	351	67
g8474	5777	5340	7224	6225	5060	4636	8007	4569	6436	8157	2629	5221
g8475	205	514	486	675	515	620	317	363	563	265	279	232
g8476	145	133	149	217	137	65	85	60	164	166	95	118
g8477	4	2	0	0	2	2	1	32	36	32	0	5
g8478	173	128	104	262	205	145	205	104	214	216	105	121
g8479	175	967	33	406	74	544	145	11	19	338	25	245
g8480	5	5	0	12	1	4	8	0	44	12	5	1
g8481	160	224	307	214	307	192	157	185	336	93	220	85
g8482	158	84	85	237	156	315	163	120	176	96	167	76
g8483	349	285	204	52	149	264	194	232	432	379	284	208
g8484	9320	11562	11989	13731	9196	6824	5562	8193	14169	9813	7086	6258
g8485	3	49	2	4	6	1	2	2	11	0	4	11
g8486	2	5	7	4	4	7	8	3	12	6	3	6
g8487	3	0	9	34	10	0	0	33	8	13	2	6
g8488	747	315	606	1044	404	647	498	896	547	993	440	562
g8489	23	190	5	280	72	589	1	43	122	38	44	63
g8490	3269	3066	3746	4734	3496	2169	2478	3556	2841	2708	2312	2181
g8491	1751	662	764	966	541	1117	874	511	1908	526	587	561
g8492	765	760	1394	1186	1527	977	1758	1337	801	927	698	489
g8493	324	98	514	1011	496	323	553	135	636	439	361	153
g8494	179	206	113	351	338	328	227	300	357	181	276	175
g8495	54	46	68	50	48	322	85	179	113	86	14	20
g8496	1	0	2	7	0	7	1	1	0	1	0	3
g8497	360	394	323	453	288	358	334	330	644	525	200	240
g8498	38	26	20	54	36	47	22	46	37	49	28	30
g8499	267	440	312	401	560	227	114	197	460	227	124	200
g8500	3	5	4	4	4	5	2	6	3	2	1	2
g8501	2251	1922	2428	2766	2184	2139	2541	2536	3029	3071	1990	1817
g8502	2472	2485	1448	2728	2667	3173	2113	1829	2893	2532	1617	1966
g8503	3	2	0	6	2	14	3	1	6	0	20	10
g8504	4434	3470	5856	10487	4093	6421	5245	5996	5373	9912	4965	3151
g8505	6286	8384	12668	11276	4426	15141	12735	8615	9194	9607	10616	7514
g8506	38	17	25	43	22	18	31	34	162	24	27	70
g8507	16	6	8	12	7	10	1	5	3	6	0	2
g8508	422	374	815	413	532	696	539	402	625	540	374	328
g8509	630	878	764	1048	548	845	450	401	915	623	511	334
g8510	16	12	68	18	9	14	2	29	18	13	14	4
g8511	1	1	22	12	6	1	9	8	8	0	0	26
g8512	8	3	8	0	5	2	6	1	3	3	2	5
g8513	9	306	0	104	311	0	25	122	25	149	78	27
g8514	0	34	22	28	5	53	2	2	0	3	35	21
g8515	9	13	101	222	171	106	52	59	131	103	100	14
g8516	527	342	721	719	432	460	461	605	332	395	449	234
g8517	7399	10046	17407	16630	14266	11216	25267	22280	7657	19405	6088	6209
g8518	10	1	0	0	33	67	1	0	0	0	0	0
g8519	11271	14472	15756	20413	9213	18874	9736	14293	26130	14556	8332	12523
g8520	1187	1559	804	1566	838	1001	552	878	1486	860	778	522
g8521	6	3	4	2	7	4	2	10	7	9	2	2
g8522	20	25	25	15	23	10	22	17	15	26	3	13
g8523	19	11	34	13	22	61	11	7	17	22	31	32
g8524	5	79	14	5	40	5	1	7	0	0	26	24
g8525	697	751	1181	1428	711	980	1166	886	945	838	651	593
g8526	161	154	859	1150	950	473	156	433	476	380	427	107
g8527	507	207	370	1049	400	401	639	536	376	650	371	136
g8528	376	341	151	298	325	232	277	370	495	390	134	68
g8529	4060	3278	4249	5770	4061	5459	5092	3637	5647	4329	4221	2210
g8530	0	6	7	5	1	0	10	7	2	7	0	3
g8531	518	556	259	468	154	1870	706	502	2358	447	154	393
g8532	38	45	48	80	45	54	34	55	33	47	38	52
g8533	125	166	288	229	178	225	354	209	413	222	213	171
g8534	1173	377	770	453	370	881	1072	515	612	654	981	527
g8535	0	6	1	4	6	5	13	4	2	3	0	2
g8536	1077	1503	1863	2250	1499	1599	945	1665	3297	1288	1031	987
g8537	1	7	0	1	0	1	5	7	3	2	2	5
g8538	0	0	3	0	0	13	0	3	50	1	0	13
g8539	19	21	61	62	40	22	59	41	19	19	16	18
g8540	775	789	1136	2118	1173	1746	545	863	1600	1510	926	1080
g8541	1395	337	259	760	396	1201	550	935	1011	472	200	914
g8542	2594	1325	2850	5998	2748	2845	3556	3924	2868	4533	1692	2804
g8543	1365	898	686	1405	458	1162	1026	709	959	994	378	713
g8544	2062	1100	1301	4009	759	1217	1638	1300	927	1507	398	806
g8545	6	27	15	5	132	0	7	1	14	45	27	0
g8546	1983	3381	1662	2283	1001	5723	1510	2605	5311	1821	2223	2075
g8547	224	157	369	363	153	192	240	258	207	176	129	181
g8548	56	17	69	39	61	32	32	33	46	86	25	14
g8549	52	52	46	90	84	23	29	24	48	47	37	22
g8550	13	56	8	7	6	20	24	7	31	26	27	16
g8551	959	790	1246	2225	1161	1977	1205	585	1806	2518	477	589
g8552	6	6	6	9	9	5	4	2	5	9	5	4
g8553	2	2	5	6	4	0	4	2	0	0	5	0
g8554	6524	7876	7373	9295	4599	5447	5692	6756	6778	6914	3989	5393
g8555	53	48	22	74	90	106	43	12	116	55	56	9
g8556	23	55	20	40	24	38	39	20	47	50	40	39
g8557	4	3	7	0	2	1	0	0	8	5	3	2
g8558	5	11	18	19	10	22	8	15	10	30	13	11
g8559	3697	1945	4616	3328	2570	4105	3627	3940	3541	3071	3030	2196
g8560	505	515	675	862	752	1214	1397	536	1134	417	473	514
g8561	46	25	86	81	62	53	22	74	62	105	94	43
g8562	138	321	95	312	174	216	266	97	206	321	173	189
g8563	3967	3406	4528	5884	4190	3963	3659	3119	4766	3596	2807	2370
g8564	390	469	317	619	436	473	693	480	473	375	363	314
g8565	545	576	1179	730	546	1116	692	448	860	1135	584	808
g8566	938	443	1224	1548	528	453	1139	318	1014	2364	1115	888
g8567	242	210	73	307	180	297	154	385	460	114	162	94
g8568	83	169	216	111	220	123	185	114	104	66	90	147
g8569	2861	4033	4638	14786	3610	8625	7676	5626	7470	6940	5786	2198
g8570	2250	1887	3370	3006	2558	3032	2744	5058	2247	2754	701	2784
g8571	417	444	669	776	864	813	588	358	1284	1542	640	591
g8572	165	217	407	189	225	689	413	198	54	76	263	202
g8573	366	79	139	58	20	195	363	94	335	227	164	831
g8574	101	142	186	346	223	241	261	90	213	361	185	297
g8575	100	161	141	122	141	83	575	52	230	52	102	30
g8576	342	386	288	360	472	168	194	124	357	161	205	129
g8577	5732	3322	3705	6956	3254	3989	3830	5138	3307	3709	4879	1777
g8578	2444	3043	2377	3872	1890	2696	3375	3070	3286	2788	2650	2462
g8579	146	252	318	380	128	288	303	194	376	228	206	185
g8580	589	318	685	861	525	873	436	377	890	422	360	419
g8581	8	13	6	12	29	38	13	26	66	58	9	12
g8582	0	13	19	30	0	2	0	1	1	14	19	1
g8583	2012	2615	3413	3636	3671	2448	3345	2615	4442	3277	2286	1737
g8584	8848	6684	6959	9710	6544	7285	5210	7571	4863	8779	6847	6492
g8585	2282	1743	2876	2960	1809	2905	2094	2551	3122	3195	1923	1487
g8586	2	4	2	5	0	9	3	4	5	2	3	0
g8587	556	435	878	731	769	387	945	878	1177	526	609	793
g8588	36	31	19	109	12	47	34	30	22	24	29	14
g8589	346	489	331	802	646	858	501	410	699	452	240	335
g8590	362	391	310	757	746	656	1511	1046	1830	588	235	455
g8591	8	0	30	0	7	2	11	3	8	22	5	6
g8592	7	11	82	23	61	13	20	19	24	23	2	4
g8593	3	4	11	1	2	2	1	2	0	7	3	1
g8594	52	0	238	82	25	0	76	352	114	6	2	0
g8595	77	72	642	316	563	70	104	50	119	862	103	55
g8596	4014	3790	2688	5999	2292	2148	1016	1815	2838	1918	3537	2064
g8597	1087	779	832	1358	1174	1136	795	798	700	756	1074	614
g8598	687	619	400	758	1027	1354	281	195	436	507	659	149
g8599	24	107	13	108	6	145	19	15	129	7	133	22
g8600	1751	1208	2003	2928	2570	2101	1729	1561	1489	2365	1591	1552
g8601	4	5	5	7	2	1	11	1	6	7	1	1
g8602	43	11	240	1358	275	231	673	195	427	38	119	284
g8603	482	544	955	663	752	965	1019	926	1098	1435	762	686
g8604	0	0	0	0	1	1	0	0	25	14	1	28
g8605	1208	1587	1376	1686	1674	1517	1622	1369	1670	1316	939	963
g8606	186	382	365	430	224	386	487	360	165	336	167	382
g8607	286	362	248	290	335	337	504	280	498	231	577	295
g8608	2668	1653	1058	637	1686	1192	2478	1466	1891	522	720	814
g8609	5	9	13	2	5	5	6	7	6	3	2	2
g8610	298	332	333	363	105	177	137	212	170	166	81	135
g8611	476	398	470	562	374	389	444	228	489	496	331	299
g8612	370	617	707	903	597	671	471	416	588	663	291	404
