	sample1	sample2	sample3	sample4	sample5	sample6
g8357	120	307	43	11	75	17
g8358	1449	706	1590	530	958	621
g8359	171	45	102	97	123	116
g8360	141	9	29	38	37	25
g8361	1571	3475	1113	1004	1307	846
g8362	2	0	5	3	4	0
g8363	424	302	361	375	184	290
g8364	948	927	850	1173	1250	1263
g8365	1067	586	1237	884	1471	973
g8366	5	5	3	3	7	5
g8367	54	82	34	27	54	43
g8368	4	15	2	2	14	0
g8369	604	278	1064	282	290	223
g8370	724	1068	371	376	1141	562
g8371	146	262	168	91	129	118
g8372	1	2	1	31	173	5
g8373	24	29	101	11	4	55
g8374	45	26	49	59	78	20
g8375	2277	4521	5049	2012	1487	3928
g8376	2441	6391	1518	140	688	1055
g8377	69	11	107	18	84	88
g8378	23	0	94	31	8	32
g8379	107	158	68	16	148	94
g8380	18	28	23	3	22	18
g8381	58	135	118	33	78	109
g8382	521	360	538	363	297	359
g8383	1351	1327	4337	2539	3664	4762
g8384	11	6	10	14	13	11
g8385	399	567	527	282	564	948
g8386	3287	3818	2342	1912	4619	4510
g8387	2967	906	2373	1195	1432	714
g8388	313	419	374	261	230	334
g8389	21	3	0	1	0	2
g8390	961	763	1122	403	639	590
g8391	3083	6116	5599	1184	4431	1495
g8392	1909	1417	1374	506	1678	845
g8393	84	1	7	7	2	5
g8394	1706	1650	1651	1330	2062	1481
g8395	166	136	117	213	233	182
g8396	60	50	89	17	32	23
g8397	45	34	20	19	21	34
g8398	8	10	18	12	13	7
g8399	92	89	76	11	28	67
g8400	17	26	13	11	14	13
g8401	1707	2004	1897	1154	645	1272
g8402	2602	2764	2835	2261	2845	1967
g8403	148	157	80	149	137	121
g8404	54	25	20	5	51	28
g8405	359	429	251	130	178	95
g8406	109	31	79	46	8	33
g8407	264	290	203	155	233	151
g8408	665	281	635	289	722	290
g8409	17	16	4	4	6	2
g8410	77	109	41	43	44	94
g8411	4879	2753	4417	4988	5380	1439
g8412	5	2	4	3	4	2
g8413	824	2	88	0	2	0
g8414	1678	1658	2447	1950	2394	2609
g8415	736	322	205	76	1100	794
g8416	449	1653	3919	329	1255	693
g8417	389	368	457	281	270	289
g8418	90	156	257	78	59	80
g8419	329	211	195	339	249	333
g8420	22	192	208	99	1	130
g8421	135	83	166	10	145	95
g8422	45	33	54	20	45	30
g8423	22	54	69	35	54	35
g8424	88	219	186	184	228	107
g8425	112	383	327	103	37	61
g8426	4019	5605	3551	2430	4244	1274
g8427	748	483	898	486	685	714
g8428	854	980	1097	817	995	805
g8429	53	17	28	65	20	20
g8430	313	336	309	100	257	254
g8431	4	0	5	8	49	0
g8432	352	396	30	79	324	32
g8433	25	47	74	16	75	41
g8434	36	18	91	45	140	22
g8435	632	638	622	550	627	694
g8436	80	46	56	108	46	81
g8437	20	19	20	27	15	21
g8438	125	72	79	61	63	93
g8439	1364	1016	215	260	324	329
g8440	722	832	1132	1093	1223	674
g8441	1970	5505	2181	962	2148	1852
g8442	1323	1119	1720	898	850	935
g8443	331	313	383	308	632	341
g8444	45	21	20	31	8	55
g8445	95	46	207	91	89	61
g8446	1999	1216	2639	1142	1225	1276
g8447	936	1092	762	447	766	1007
g8448	1272	1531	2061	1005	2651	1391
g8449	1500	1226	1043	1239	1931	1096
g8450	8	28	21	8	35	19
g8451	63	60	18	12	24	65
g8452	1149	943	862	663	601	927
g8453	1358	1717	1705	878	1139	1427
g8454	563	293	637	207	405	247
g8455	0	0	7	2	9	0
g8456	6576	7775	9105	6872	8218	6045
g8457	2172	1809	2617	1189	1192	1842
g8458	72	40	18	19	28	84
g8459	651	1176	1108	661	606	398
g8460	114	86	68	80	174	41
g8461	5	1	10	4	2	1
g8462	237	1199	619	25	106	160
g8463	3023	2720	3670	1206	2861	2966
g8464	1493	1137	1180	592	820	496
g8465	1445	1167	1696	1035	3877	1647
g8466	2	0	6	0	10	1
g8467	115	101	296	97	155	108
g8468	1195	2802	373	2109	2021	402
g8469	282	1279	404	680	619	343
g8470	620	1416	1060	485	1362	1201
g8471	500	1631	869	226	202	1133
g8472	19	12	72	23	2	18
g8473	137	94	124	57	72	65
g8474	273	195	126	257	381	202
g8475	20	15	7	29	27	13
g8476	278	57	744	215	401	352
g8477	270	72	227	33	58	122
g8478	2	25	25	18	32	10
g8479	11768	16829	19598	11054	15803	12923
g8480	1633	2516	1612	824	1421	1332
g8481	773	308	91	479	94	314
g8482	2	7	25	17	7	0
g8483	1450	1046	1146	848	1264	575
g8484	26	27	31	12	51	23
g8485	7	13	14	3	11	10
g8486	471	547	248	325	343	300
g8487	2462	4495	3900	2326	3094	3065
g8488	7	27	37	4	20	0
g8489	3588	1578	2676	2093	1731	3050
g8490	5	2	2	0	3	3
g8491	1276	1383	1193	743	1570	654
g8492	1089	1849	1403	1097	1253	1055
g8493	819	754	514	597	587	458
g8494	5770	842	1283	1352	2374	286
g8495	215	113	105	77	35	110
g8496	52	10	39	27	14	34
g8497	138	137	280	108	83	52
g8498	1137	1858	1328	1279	2031	935
g8499	170	310	89	130	56	139
g8500	12	14	22	10	19	16
g8501	1	2	9	0	14	4
g8502	0	3	0	3	0	0
g8503	166	161	269	158	132	187
g8504	13	0	9	2	0	19
g8505	7	10	11	9	4	12
g8506	2758	2411	1254	1480	2011	1824
g8507	1360	1469	1171	570	1317	989
g8508	340	185	347	227	275	305
g8509	89	48	188	47	161	122
g8510	941	831	2206	796	1619	942
g8511	99	536	460	597	343	368
g8512	13433	11760	17046	8430	14397	11499
g8513	2667	2146	3775	2450	1671	2995
g8514	8059	7651	10227	5000	9940	7070
g8515	0	3	2	0	0	1
g8516	22	18	38	32	18	16
g8517	7512	6859	9493	5086	7933	5054
g8518	8	5	9	9	9	5
g8519	0	10	0	0	2	0
g8520	3297	2495	2484	1824	2551	1887
g8521	534	1040	844	622	1003	1235
g8522	30	75	111	26	81	67
g8523	1611	793	2211	931	1831	1388
g8524	14	38	32	24	31	33
g8525	167	22	658	8	385	47
g8526	51	44	252	261	62	38
g8527	13	1	3	13	6	0
g8528	70	55	292	225	208	290
g8529	134	211	138	117	115	136
g8530	798	139	505	237	129	358
g8531	794	778	1297	410	1086	413
g8532	559	214	787	852	70	360
g8533	54	49	94	30	58	62
g8534	52	27	65	32	27	55
g8535	448	1273	2833	408	502	592
g8536	590	903	685	529	544	455
g8537	1759	1605	2356	965	2060	1332
g8538	2928	734	324	567	586	285
g8539	7	11	23	1	26	5
g8540	0	5	6	4	2	4
g8541	2592	2583	2749	2296	2320	1811
g8542	126	110	73	98	135	74
g8543	2	16	19	5	16	14
g8544	152	129	116	49	71	48
g8545	105	33	106	52	22	11
g8546	60	21	23	57	22	8
g8547	195	245	315	276	433	216
g8548	567	624	856	167	346	341
g8549	148	436	225	474	373	256
g8550	605	535	374	219	523	288
g8551	467	600	355	319	303	296
g8552	38	65	95	73	86	65
g8553	84	55	70	49	42	70
g8554	2648	2502	1700	1022	2597	1888
g8555	43	30	68	27	55	12
g8556	1030	1129	1209	822	731	1243
g8557	2	2	3	2	3	3
g8558	2828	2518	2823	1570	2238	1559
g8559	1666	1836	1829	1211	1862	1086
g8560	334	189	695	160	166	232
g8561	1	67	4	90	86	161
g8562	3924	5050	2991	2398	3110	2763
g8563	19622	20252	26182	15300	27934	26069
g8564	380	251	159	147	214	283
g8565	233	294	402	53	183	128
g8566	8	21	5	13	13	2
g8567	18	37	26	17	14	22
g8568	13	42	49	131	32	19
g8569	521	671	985	209	1301	507
g8570	118	281	206	67	98	132
g8571	2805	1996	2121	1179	1933	1541
g8572	7210	9065	14359	8755	12733	5826
g8573	2	1	42	3	3	1
g8574	10722	10364	15029	15330	7720	8045
g8575	689	767	573	388	814	613
g8576	35	33	32	26	41	31
g8577	175	97	160	146	124	48
g8578	475	631	254	97	207	298
g8579	278	275	370	153	254	252
g8580	104	100	66	56	51	58
g8581	481	352	422	301	571	247
g8582	6516	18283	14361	8585	11033	7711
g8583	397	162	440	108	189	194
g8584	206	247	237	187	112	259
g8585	115	85	122	55	108	97
g8586	139	114	172	99	125	56
g8587	967	1096	496	671	1206	1104
g8588	67	117	72	103	62	49
g8589	27	39	61	35	25	20
g8590	854	1109	1274	850	922	1050
g8591	376	357	372	198	383	225
g8592	455	443	359	247	388	222
g8593	35	28	15	22	32	25
g8594	683	787	668	422	836	483
g8595	45	51	60	38	62	90
g8596	10	130	178	37	12	173
g8597	21930	21192	12928	11512	9853	7009
g8598	1152	922	1009	1306	690	1165
g8599	1995	1351	1509	1143	1154	1321
g8600	10105	6759	6410	6917	9489	6012
g8601	4	9	12	5	2	4
g8602	144	92	163	126	65	97
g8603	42	21	36	54	36	18
g8604	127	31	112	64	126	56
g8605	5534	5091	5286	3900	5331	4736
g8606	67	9	33	77	79	22
g8607	23	71	37	29	26	35
g8608	122	291	204	86	149	124
g8609	105	149	192	18	152	50
g8610	58	34	20	24	152	12
g8611	2537	4074	5015	3153	5365	3696
g8612	7	14	10	14	9	11
g8613	309	140	715	279	298	202
g8614	5288	3261	5377	3402	2895	2422
g8615	3	0	0	0	4	6
g8616	3846	5256	3389	3232	4524	3195
g8617	770	1145	974	528	1434	925
g8618	285	78	257	211	279	48
g8619	120	59	28	42	133	63
g8620	20	51	58	17	35	55
g8621	1410	1125	1078	815	360	1402
g8622	167	79	110	44	114	103
g8623	115	96	135	68	96	63
g8624	199	285	108	83	35	67
g8625	178	198	192	103	141	159
g8626	318	152	265	91	188	176
g8627	1229	1283	1412	1009	1305	1133
g8628	43	57	54	34	29	53
g8629	169	83	109	10	206	115
g8630	6	5	7	3	8	2
g8631	1428	1696	906	986	2529	811
g8632	147	107	67	15	48	60
g8633	414	571	365	216	371	701
g8634	58	37	14	9	18	20
g8635	623	704	582	279	602	259
g8636	62	90	91	22	89	84
g8637	0	2	1	1	10	0
g8638	25	4	4	5	26	10
g8639	0	4	13	3	6	2
g8640	34	74	56	22	34	66
g8641	3	6	3	1	1	4
g8642	26	0	0	87	0	2
g8643	30	11	19	19	25	7
g8644	0	11	3	8	3	6
g8645	25	15	17	18	23	12
g8646	8607	14554	15100	10925	11199	10834
g8647	1007	1076	1429	663	1492	627
g8648	0	21	0	2	1	0
g8649	126	52	195	203	705	0
g8650	20	7	13	8	9	18
g8651	51	35	29	16	15	46
g8652	448	312	554	234	385	576
g8653	936	5366	2867	2930	4064	2564
g8654	99	263	215	142	77	122
g8655	306	307	284	308	293	327
g8656	36	39	49	23	28	23
g8657	39	7	24	10	24	18
g8658	12	13	6	3	3	1
g8659	67	25	42	26	38	38
g8660	3	20	5	1	2	1
g8661	661	807	910	467	811	823
g8662	37	83	125	67	74	172
g8663	15	10	3	4	9	12
g8664	0	4	7	1	0	0
g8665	57	46	42	24	103	37
g8666	33	46	36	21	30	26
g8667	2417	1371	2899	1426	2402	1926
g8668	353	341	673	256	515	440
g8669	588	675	530	432	639	562
g8670	18641	15357	16395	6668	15643	14934
g8671	0	2	0	5	0	1
g8672	348	235	420	184	497	305
g8673	4	0	0	1	0	6
g8674	0	2	2	4	8	0
g8675	5	5	6	3	3	5
g8676	87	43	77	24	44	48
g8677	96	51	109	46	83	86
g8678	613	687	690	382	458	654
g8679	1178	1143	1090	584	1020	862
g8680	3	1	7	0	16	0
g8681	1871	589	1084	696	345	444
g8682	35	105	82	83	65	35
g8683	17	33	120	36	48	65
g8684	164	55	55	99	123	66
g8685	1046	1016	1262	762	1270	919
g8686	1223	1926	1439	1366	1497	1925
g8687	1	1	2	2	0	12
g8688	513	1671	1032	724	759	1469
g8689	127	141	159	42	66	38
g8690	3	12	6	65	46	23
g8691	82	60	79	96	303	167
g8692	1052	1121	1316	833	1054	952
g8693	88	132	137	107	117	73
g8694	987	1339	1349	1054	1281	940
g8695	23	36	85	82	71	294
g8696	342	369	398	220	331	253
g8697	1388	1923	1603	422	1694	1025
g8698	4328	3364	3107	1657	3355	2370
g8699	12674	11343	8281	7794	8297	8182
g8700	1592	2055	4257	647	2565	4777
g8701	22	59	164	74	86	148
g8702	72	134	61	64	82	174
g8703	241	2839	1851	725	1185	1213
g8704	239	182	147	107	180	236
g8705	4	2	4	5	2	4
g8706	194	118	166	97	399	107
g8707	21	15	3	7	5	7
g8708	12	5	10	5	5	7
g8709	282	328	365	524	555	135
g8710	23	71	79	75	64	54
g8711	0	1	0	1	3	0
g8712	611	1070	582	247	606	394
g8713	6	0	10	6	2	7
g8714	458	578	973	687	502	190
g8715	18	14	12	8	6	7
g8716	17	76	11	1	71	15
g8717	275	431	582	270	339	401
g8718	3747	4232	5296	3402	5271	3670
g8719	238	471	410	232	397	270
g8720	4828	3409	5523	3107	2865	1049
g8721	853	694	1799	999	1675	855
g8722	196	65	62	97	12	73
g8723	86	0	0	0	0	182
g8724	47	10	10	4	41	8
g8725	5	1	40	0	24	11
g8726	13	4	14	16	14	11
g8727	2	6	4	2	2	5
g8728	45	44	46	23	22	36
g8729	44	16	12	10	41	38
g8730	0	2	2	1	5	1
g8731	448	236	609	281	426	399
g8732	7	10	8	1	7	9
g8733	166	182	275	519	422	298
g8734	16	14	7	3	7	2
g8735	11	0	1	0	0	0
g8736	931	397	991	788	1036	549
g8737	8	8	4	2	2	1
g8738	174	0	116	0	0	14
g8739	2	0	1	6	9	0
g8740	1194	2398	2177	1250	1744	2008
g8741	2034	3437	2290	1872	2375	2603
g8742	139	86	65	47	79	85
g8743	837	824	720	480	739	688
g8744	9	2	4	11	13	4
g8745	243	223	426	119	430	219
g8746	221	325	222	213	187	140
g8747	1467	1422	2248	1225	994	1249
g8748	1013	1539	1940	1390	858	1835
g8749	61	73	74	34	70	88
g8750	2470	3112	2017	1636	2488	5194
g8751	2	1	0	9	3	0
g8752	120	137	323	88	357	175
g8753	504	449	475	337	285	380
g8754	525	353	165	200	360	161
g8755	324	460	451	149	286	216
g8756	348	354	456	136	216	403
g8757	16	16	26	8	14	13
g8758	371	54	23	148	752	201
g8759	14	35	14	12	30	14
g8760	14	0	6	3	16	4
g8761	7	20	11	7	11	25
g8762	2118	4063	5829	3436	2772	3129
g8763	0	4	0	16	7	1
g8764	19	20	26	12	23	33
g8765	7	4	2	4	4	4
g8766	365	398	473	97	244	368
g8767	52	29	12	3	31	9
g8768	70	50	55	25	73	47
g8769	231	181	137	1230	121	611
g8770	48	181	234	97	70	104
g8771	208	156	159	56	137	123
g8772	2135	2470	2750	1719	1858	1959
g8773	3121	3398	3004	2089	5034	2848
g8774	1013	1104	1442	823	1192	1006
g8775	77	51	185	50	94	85
g8776	3318	4258	8286	365	1081	2280
g8777	3	2	8	4	6	2
g8778	11522	14212	9935	9982	8660	9442
g8779	4377	4193	6991	4645	4966	4382
g8780	3	16	7	9	14	3
g8781	290	973	535	173	604	551
g8782	60	69	90	51	104	74
g8783	0	19	11	0	0	0
g8784	516	426	143	553	417	353
g8785	656	343	672	418	291	270
g8786	383	301	580	240	257	283
g8787	8	2	2	5	0	0
g8788	1596	4983	4070	1515	3098	2810
g8789	8461	2668	9579	4651	3490	4602
g8790	1036	1409	1592	577	1362	1155
g8791	55	17	45	25	30	25
g8792	756	688	841	620	859	704
g8793	329	493	34	125	51	233
g8794	4	18	16	3	45	36
g8795	2146	3438	1221	1874	5048	1390
g8796	967	1196	1312	928	1219	513
g8797	9	25	5	6	4	6
g8798	65	68	50	49	80	32
g8799	58	90	92	16	15	21
g8800	321	289	432	893	363	210
g8801	353	293	399	264	212	244
g8802	14	34	11	8	19	12
g8803	579	624	1461	185	845	304
g8804	0	26	0	0	0	11
g8805	9	13	13	6	3	21
g8806	43	18	58	21	24	34
g8807	315	278	222	234	137	285
g8808	69	76	84	60	33	32
g8809	15	29	6	3	14	1
g8810	48	11	28	2	30	15
g8811	61	83	140	49	43	12
g8812	499	2885	7926	775	2268	4200
g8813	47	150	75	81	101	39
g8814	794	491	930	310	507	350
g8815	34	13	0	17	13	35
g8816	455	694	623	574	322	239
g8817	46	43	2	8	66	23
g8818	449	438	728	507	527	624
g8819	271	174	237	115	313	124
g8820	23	11	13	19	27	5
g8821	3	4	8	8	0	2
g8822	63	89	36	62	70	59
g8823	280	305	330	162	190	145
g8824	1080	936	980	774	884	503
g8825	7	2	6	3	9	5
g8826	699	528	600	589	391	445
g8827	37	48	134	20	73	32
g8828	18	27	24	10	23	18
g8829	1388	1503	1598	1066	1060	901
g8830	229	91	254	171	313	97
g8831	466	222	418	58	72	10
g8832	35	27	50	47	12	81
g8833	319	266	263	321	381	152
g8834	1356	1285	1507	1001	1259	1109
g8835	4	8	13	3	26	4
g8836	62	34	56	8	34	58
g8837	20	14	23	25	18	28
g8838	2325	1448	1589	1111	1986	1642
g8839	110	32	44	107	79	81
g8840	478	636	990	565	604	614
g8841	146	207	338	130	285	221
g8842	14738	8639	8983	5453	8971	6785
g8843	16	2	4	1	7	5
g8844	3909	1792	4706	2263	1685	1478
g8845	772	674	1479	575	1074	871
g8846	50	27	71	40	52	50
g8847	3891	3350	2805	1642	2764	1028
g8848	1593	1689	1185	627	3195	1628
g8849	35	48	115	56	103	49
g8850	1	22	8	1	4	3
g8851	777	1556	1766	932	1531	543
g8852	686	462	207	167	281	453
g8853	110	93	197	145	78	39
g8854	63	44	125	45	82	77
g8855	1	2	0	2	2	5
g8856	139	336	211	143	313	12
g8857	236	232	225	135	233	370
g8858	252	280	210	227	296	81
g8859	154	176	208	83	95	149
g8860	20	23	55	62	51	54
g8861	10	11	32	8	14	17
g8862	43	295	229	185	216	188
g8863	2292	1816	981	2640	1404	1496
g8864	1454	1172	1643	669	1117	1161
g8865	0	0	1	0	0	0
g8866	120	154	285	103	227	179
g8867	64	71	140	94	184	77
g8868	103	2	5	42	58	0
g8869	8991	10154	7119	8840	16648	11875
g8870	8	53	28	20	6	0
g8871	627	367	470	590	343	423
g8872	24	13	11	14	10	8
g8873	6	3	10	1	2	7
g8874	2260	8728	6888	2754	5825	3506
g8875	4544	5450	5775	5270	8810	5507
g8876	852	876	2526	1072	1751	976
g8877	340	443	394	462	216	1080
g8878	30	18	50	12	16	21
g8879	324	321	416	174	266	191
g8880	14	9	5	2	6	1
g8881	2288	1143	2084	845	1501	555
g8882	100	125	250	87	142	202
g8883	28	46	13	38	42	17
g8884	426	385	710	540	308	236
g8885	403	1356	1227	1077	921	765
g8886	1056	939	1513	617	1018	691
g8887	964	1205	1027	579	1302	583
g8888	2994	3992	4039	2235	4322	3421
g8889	10	4	6	4	4	30
g8890	16	24	20	8	8	15
g8891	45	96	48	48	76	48
g8892	1049	173	182	279	128	266
g8893	263	291	687	199	449	243
g8894	129	115	79	50	100	208
g8895	3	0	0	0	0	1
g8896	647	782	460	164	201	240
g8897	823	1008	983	912	837	1002
g8898	341	151	337	148	373	365
g8899	20894	27544	31549	11691	19961	17678
g8900	5216	5984	6672	2141	2513	4561
g8901	75	7	69	33	19	24
g8902	24	220	635	484	628	59
g8903	19	20	13	13	10	15
g8904	76	1047	1490	210	824	29
g8905	182	127	15	25	3	23
g8906	71	133	402	70	297	111
g8907	210	316	265	133	157	270
g8908	11	12	7	3	15	5
g8909	260	371	322	224	241	292
g8910	218	136	138	75	101	188
g8911	733	1004	608	475	718	678
g8912	165	153	225	333	729	420
g8913	185	38	13	22	30	4
g8914	644	481	536	258	466	482
g8915	2793	3547	2432	1007	2694	1968
g8916	5	0	0	2	15	0
g8917	317	125	96	71	82	232
g8918	2192	1831	2538	933	1029	2227
g8919	491	308	435	252	449	656
g8920	927	914	987	731	878	685
g8921	1851	2980	3310	892	1994	2486
g8922	724	895	1132	630	465	781
g8923	237	172	305	212	389	284
g8924	46	80	2	28	19	5
g8925	38	100	50	32	32	64
g8926	50	47	590	312	19	351
g8927	76	71	118	58	71	61
g8928	8	31	30	9	19	12
g8929	35	57	46	22	46	72
g8930	11	0	16	3	2	2
g8931	18	35	26	7	20	34
g8932	0	8	8	0	0	0
g8933	759	818	990	653	949	696
g8934	408	301	372	280	322	235
g8935	395	364	809	140	497	458
g8936	4	9	4	10	5	4
g8937	6	8	3	1	0	0
g8938	36	10	36	25	283	67
g8939	14	21	13	16	9	9
g8940	329	191	360	170	303	273
g8941	5	18	11	12	11	4
g8942	9	6	10	2	7	9
g8943	141	222	96	74	111	126
g8944	641	364	295	205	266	259
g8945	66	151	49	204	108	113
g8946	60	71	94	34	190	129
g8947	2694	363	1353	2090	1357	2790
g8948	76	64	83	28	79	84
g8949	458	134	619	170	187	286
g8950	20	34	17	1	17	19
g8951	296	272	325	185	379	180
g8952	4	4	13	0	7	7
g8953	16	34	31	16	25	100
g8954	2	0	4	11	7	6
g8955	395	283	303	423	396	312
g8956	1276	1012	201	641	839	726
g8957	446	256	322	1073	842	118
g8958	237	185	506	110	272	57
g8959	3	11	7	9	12	7
g8960	452	2182	877	1024	726	1491
g8961	183	260	191	146	249	160
g8962	0	0	9	0	0	1
g8963	111	137	101	62	126	122
g8964	1813	1377	1672	669	1053	1304
g8965	2853	2538	1520	2195	4357	754
g8966	16	36	2	12	17	8
g8967	3876	7302	6801	3293	2604	8325
g8968	2	0	12	3	0	2
g8969	232	0	7	2	0	0
g8970	4	12	0	4	2	5
g8971	32	61	52	29	94	47
g8972	916	1692	985	1744	2810	1121
g8973	15	3	5	3	12	14
g8974	14197	3687	22044	9224	14810	17186
g8975	39	192	149	185	295	321
g8976	5232	4240	3301	3613	4810	4351
g8977	688	661	930	479	487	516
g8978	5	3	4	3	11	2
g8979	201	57	226	152	73	52
g8980	3231	4416	2737	1170	3970	1393
g8981	32	9	19	26	2	9
g8982	5995	5465	5594	3133	4768	4877
g8983	6342	6313	12630	3717	12155	5523
g8984	146974	229248	81844	67677	358271	72572
g8985	1054	976	1360	865	965	1355
g8986	6402	3658	5049	3999	4302	3231
g8987	242	250	370	237	374	266
g8988	595	319	1279	182	315	361
g8989	21	36	1	9	20	27
g8990	5	6	0	0	0	0
g8991	268	437	395	225	466	343
g8992	381	928	649	305	133	216
g8993	105	73	159	98	99	64
g8994	255	383	471	122	507	294
g8995	2	0	9	0	0	9
g8996	8	5	15	14	3	9
g8997	34	30	42	28	28	30
g8998	443	377	743	310	572	375
g8999	1	2	4	1	3	4
g9000	119	122	222	40	85	159
g9001	4337	3166	2537	1102	3040	1292
g9002	6993	5971	4749	5310	8237	5048
g9003	77	122	41	34	23	110
g9004	593	569	381	181	662	357
g9005	94	59	83	72	54	33
g9006	10	7	3	1	8	5
g9007	28	27	15	6	25	35
g9008	1	10	12	2	15	1
g9009	364	1071	428	466	671	395
g9010	23	21	30	4	12	16
g9011	3924	6179	4190	2058	2458	890
g9012	106	271	69	66	284	200
g9013	1623	1710	1838	1175	1329	1338
g9014	2	17	22	7	10	0
g9015	199	84	159	14	37	187
g9016	1856	864	1514	1248	3608	978
g9017	70	93	88	45	56	48
g9018	22	17	0	7	4	35
g9019	653	852	1131	376	450	511
g9020	17	76	1	43	3	45
g9021	222	544	364	96	149	590
g9022	1260	1480	1052	795	1882	768
g9023	532	250	701	258	346	325
g9024	33	376	168	139	83	28
g9025	1	6	4	0	0	3
g9026	362	145	410	324	225	238
g9027	2921	2231	3184	1339	1833	1840
g9028	51	19	6	9	25	2
g9029	412	260	237	276	310	492
g9030	8	9	6	4	12	5
g9031	15	17	14	14	14	4
g9032	7528	3443	8847	3572	2451	2094
g9033	1154	1125	728	704	584	1226
g9034	458	363	185	205	550	146
g9035	140	101	137	73	167	58
g9036	151	138	277	169	292	196
g9037	77	58	55	31	80	18
g9038	27	15	2	20	10	22
g9039	154	340	274	132	144	55
g9040	56	41	80	55	0	4
g9041	8	6	17	5	9	5
g9042	988	1466	2687	1716	2017	2619
g9043	172	480	377	196	182	429
g9044	27	7	26	12	21	23
g9045	0	0	7	2	1	0
g9046	1120	397	1094	343	1127	1436
g9047	3	4	3	3	4	5
g9048	6578	4469	18510	13028	13067	15687
g9049	7917	10175	12306	8750	11020	8311
g9050	1931	1954	1556	1861	1644	1295
g9051	2005	1757	2325	1902	1408	1919
g9052	1349	1891	1120	1011	1349	819
g9053	2274	1532	888	919	987	1450
g9054	17	25	25	12	48	8
g9055	1153	1492	1244	1507	705	683
g9056	255	247	143	122	287	173
g9057	243	37	1	9	11	294
g9058	117	277	136	85	129	134
g9059	259	375	311	136	500	253
g9060	465	430	507	289	464	251
g9061	19489	14799	14283	15036	16602	15268
g9062	2056	2026	2960	1455	2556	1545
g9063	48	57	51	69	75	79
g9064	956	532	714	453	578	637
g9065	23	10	14	10	17	17
g9066	1677	2887	3174	1868	2969	2380
g9067	381	253	465	213	420	392
g9068	1045	118	323	714	218	111
g9069	51	17	29	9	62	37
g9070	51	151	298	118	45	44
g9071	628	435	660	82	733	341
g9072	450	417	496	333	526	398
g9073	1078	836	1241	721	759	697
g9074	5	21	44	19	28	4
g9075	6	21	15	1	14	2
g9076	32	129	57	76	103	42
g9077	1468	1441	1998	770	1286	1779
g9078	2964	5375	4588	3171	3018	3005
g9079	1707	1554	1805	774	1803	1457
g9080	12	14	23	11	21	18
g9081	44	35	7	19	10	4
g9082	11	10	18	8	11	20
g9083	2405	1679	3795	2214	2658	1925
g9084	1	0	1	0	3	1
g9085	257	93	69	95	69	129
g9086	1712	4219	1359	999	2105	2045
g9087	9	10	15	9	6	11
g9088	10	1	0	2	3	2
g9089	0	1	2	5	4	0
g9090	0	4	1	7	0	0
g9091	5	8	4	6	3	6
g9092	14	88	1	31	33	1
g9093	320	435	264	264	240	106
g9094	3	1	8	8	10	12
g9095	11	31	23	14	22	5
g9096	787	465	610	325	575	322
g9097	485	402	578	446	516	513
g9098	1767	4744	5642	630	9713	272
g9099	6	20	20	20	29	7
g9100	24	1	1	1	31	1
g9101	1261	1214	1851	2146	2108	1215
g9102	428	445	277	213	358	377
g9103	36	20	34	35	3	15
g9104	57	76	63	41	84	73
g9105	774	708	961	454	913	760
g9106	2	21	0	1	2	25
g9107	20677	13472	34783	19187	26811	10119
g9108	2601	1279	1200	1915	2049	1825
g9109	432	1759	1137	268	743	1004
g9110	34	45	33	30	33	25
g9111	851	354	1148	230	786	509
g9112	1	7	13	4	9	11
g9113	1296	875	1405	761	1114	938
g9114	6129	4363	5262	3291	5033	4719
g9115	0	13	0	4	4	0
g9116	0	2	0	0	0	5
g9117	174	181	166	225	261	117
g9118	348	324	253	263	414	338
g9119	44	16	28	30	34	28
g9120	279	259	205	371	323	233
g9121	84	28	67	45	35	28
g9122	2337	3655	4445	1882	3734	2674
g9123	138	89	117	101	160	82
g9124	71	53	62	54	63	21
g9125	423	405	724	116	264	225
g9126	11	38	22	7	11	2
g9127	164	12	17	31	54	7
g9128	257	132	235	442	262	553
g9129	644	928	890	666	444	922
g9130	777	1395	696	497	915	668
g9131	324	1361	965	623	1381	550
g9132	186	195	156	168	165	124
g9133	465	254	459	132	552	196
g9134	51	45	95	21	72	99
g9135	43	70	56	21	28	44
g9136	119	95	124	62	104	82
g9137	1111	1119	635	289	1145	1028
g9138	537	502	540	501	412	643
g9139	3420	3972	2189	3210	4953	3623
g9140	149	94	49	91	182	73
g9141	256	131	67	82	50	79
g9142	42	22	42	21	67	60
g9143	6442	4729	6814	3364	3971	2944
g9144	196	99	223	93	28	282
g9145	490	811	371	219	469	316
g9146	279	251	270	109	172	139
g9147	1005	1038	1290	858	1379	971
g9148	2294	1511	2136	1236	1500	2118
g9149	33	35	9	6	0	23
g9150	27	11	6	2	15	19
g9151	10	17	7	13	6	15
g9152	145	99	82	129	1	24
g9153	45	4	20	4	34	3
g9154	470	739	3059	1036	515	661
g9155	762	463	965	397	475	583
g9156	865	731	999	625	967	965
g9157	46	40	39	6	39	35
g9158	0	0	5	0	3	1
g9159	2225	1149	2495	1778	1500	1930
g9160	140	7	20	83	85	200
g9161	10	7	9	8	6	9
g9162	12358	5380	6846	6535	8205	4414
g9163	473	286	288	134	415	392
g9164	8	38	12	3	11	3
