	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18
g8584	716	210	109	441	1063	286	526	63	259	26	168	444	226	149	210	194	207	886
g8585	223	73	134	59	208	67	145	100	120	56	92	127	111	119	67	123	102	98
g8586	110	217	131	122	108	128	425	27	107	53	204	71	272	93	133	180	46	258
g8587	1303	95	1904	7869	5179	1908	4841	934	864	2224	1838	3410	696	917	2262	4978	3349	2611
g8588	671	758	672	1524	562	913	1773	676	912	421	787	714	1068	1147	684	1447	1556	1305
g8589	26	25	32	40	56	54	19	31	69	28	11	14	34	63	24	29	57	20
g8590	2456	1811	1968	2402	2731	2372	2174	1340	2556	1188	2100	1735	2458	2699	1321	2653	2138	3158
g8591	4235	2116	2608	2718	2773	2076	2923	1660	1847	1231	1735	2341	2364	2263	1454	4616	3449	3462
g8592	54	21	22	35	74	86	62	16	32	20	51	31	67	34	40	61	74	31
g8593	110	36	50	59	57	28	37	27	51	19	20	25	77	59	40	51	65	28
g8594	71	114	50	69	96	105	38	41	69	39	62	89	125	74	52	61	152	104
g8595	255	92	707	399	205	119	243	52	411	84	72	79	151	186	681	29	422	447
g8596	2799	924	1038	1521	1572	1955	1207	1109	1425	1172	1381	1202	2553	1142	1545	1408	2134	2822
g8597	13524	8835	8435	12390	11095	9691	12794	4740	6246	10441	8223	9942	12465	9419	9055	18964	10605	15856
g8598	6438	3754	2922	5146	3862	2268	4178	2307	2747	3685	2843	2636	6334	4073	4010	5492	5585	4850
g8599	21	17	16	19	20	19	10	6	24	7	23	16	14	28	20	22	12	24
g8600	263	127	228	184	314	268	178	95	77	183	120	63	209	197	102	238	209	163
g8601	3403	1477	2466	2633	2874	2112	2923	1902	2551	1837	1949	1489	2382	2772	1480	2244	3088	2271
g8602	44	65	22	88	114	71	60	34	59	8	31	36	91	13	60	54	45	113
g8603	66	67	41	34	111	32	87	54	74	41	44	57	79	62	78	67	90	33
g8604	32	39	80	73	68	49	51	33	55	57	43	59	46	47	35	83	43	78
g8605	48128	8910	38525	45237	15850	24028	28248	11412	30302	3895	17366	31312	36996	28560	15076	15737	29445	3492
g8606	342	188	471	317	429	427	317	173	304	252	256	222	324	595	301	472	203	461
g8607	8	7	11	8	26	14	2	9	4	3	2	3	8	7	2	6	10	8
g8608	245	150	242	202	152	278	230	207	270	140	213	173	321	228	48	289	301	223
g8609	5562	4098	5037	5280	7136	4917	4867	3918	5088	3234	5742	4277	8326	5750	3636	5872	6151	6887
g8610	18	6	21	18	12	13	12	17	8	9	21	16	15	15	16	10	21	5
g8611	1802	921	1357	1652	1723	1517	1237	1129	1399	900	1168	1037	1864	1614	1041	1487	1599	1468
g8612	11	56	72	39	14	14	66	61	0	38	127	22	67	37	50	30	3	217
g8613	902	373	519	445	670	442	668	404	406	394	488	417	794	526	406	728	480	574
g8614	3028	1432	1527	2151	2669	2402	1738	811	1456	860	1110	1452	2521	2368	1068	2292	2253	2416
g8615	78	23	9	400	401	472	201	149	44	216	367	137	258	26	458	651	67	542
g8616	101	48	107	117	68	39	123	45	70	22	69	52	112	39	42	76	58	71
g8617	4163	4258	3837	3620	5303	6626	6320	4468	6669	4303	7481	5071	6124	4332	6291	5256	8910	11284
g8618	404	345	643	301	485	646	437	379	508	358	512	304	541	283	260	512	516	387
g8619	1397	1500	2725	1332	1838	3681	1929	920	501	1992	1119	956	1956	1177	1718	2437	1753	1786
g8620	460	340	253	480	316	200	353	451	538	111	219	370	402	466	208	332	514	442
g8621	125	208	185	38	456	360	354	208	452	57	238	22	259	199	210	211	387	285
g8622	8636	6460	7362	7658	8098	6510	6057	5110	6892	4185	6489	4791	8655	9488	6559	4997	6309	4797
g8623	222	50	19	22	8	40	23	382	33	50	12	10	124	55	66	84	10	85
g8624	113	153	274	80	238	371	97	136	201	137	555	137	449	61	198	234	61	308
g8625	85	42	32	81	88	60	29	51	86	81	31	74	85	45	12	24	61	106
g8626	4400	1753	2869	1953	2056	6289	2442	1691	1741	1220	4078	3003	2929	1885	1731	1638	4387	3163
g8627	91	183	190	22	97	30	429	94	133	136	30	157	60	30	166	363	6	13
g8628	1017	580	766	731	638	1044	804	239	780	279	477	622	1173	586	502	732	425	868
g8629	245	527	438	719	414	296	545	365	186	292	435	318	510	797	384	1045	615	787
g8630	71	37	88	27	69	57	55	23	19	12	32	47	51	45	29	40	49	112
g8631	63	30	77	40	49	65	26	42	56	16	58	43	110	44	56	32	14	61
g8632	3	5	9	4	1	4	8	3	4	0	0	4	10	6	2	2	5	7
g8633	152	100	55	195	152	179	166	109	121	130	130	198	159	121	122	121	154	118
g8634	46	17	9	32	115	72	21	19	23	13	16	2	33	15	13	30	83	13
g8635	426	189	584	422	492	562	426	324	388	268	562	397	425	725	449	716	563	460
g8636	0	7	4	4	11	6	7	13	0	6	12	11	10	12	0	7	6	5
g8637	943	417	754	791	937	737	642	433	910	512	720	790	799	791	632	601	729	960
g8638	24	6	25	23	16	15	34	22	16	28	12	38	24	25	8	29	20	6
g8639	1758	1164	905	984	1428	1211	1052	922	1149	597	1209	1084	1821	997	866	1161	950	1323
g8640	471	134	120	190	120	111	266	123	346	157	133	31	303	321	58	147	396	232
g8641	2481	2152	1558	2142	1626	2136	2886	902	2085	1110	1358	1278	2184	1591	906	2635	2666	2183
g8642	973	754	1973	1591	1343	1608	2182	892	1626	1140	1325	1085	1094	448	892	2069	2657	2272
g8643	435	797	675	780	934	1117	1201	738	1071	418	601	781	1206	1004	906	934	542	747
g8644	3	1	4	1	4	1	3	2	5	3	4	8	5	4	2	1	4	6
g8645	1	0	0	1	0	10	0	0	0	0	0	0	4	2	0	5	1	0
g8646	22	1	9	37	9	11	44	8	7	11	12	26	15	27	14	14	19	29
g8647	3705	2114	4204	3322	4456	2861	2753	2707	3152	2430	2187	2849	3084	2868	3363	4043	3756	3438
g8648	99	46	106	87	34	93	117	83	134	41	57	79	73	88	62	99	65	86
g8649	4	4	0	0	7	11	1	2	6	0	0	0	0	2	0	7	3	2
g8650	2074	975	1529	755	1410	1300	2563	1227	1244	887	2258	1150	1794	1006	1178	1063	352	830
g8651	586	323	477	253	576	386	425	251	586	179	423	418	434	351	294	436	378	416
g8652	13	19	0	15	2	41	2	0	9	0	10	3	29	6	0	2	5	0
g8653	545	429	783	141	374	339	93	61	187	334	312	277	207	194	227	275	390	549
g8654	71	25	78	49	74	31	131	56	56	45	62	42	48	44	43	124	56	160
g8655	719	792	900	366	787	522	540	776	629	587	587	880	365	619	939	960	654	666
g8656	2059	1485	4751	4245	3252	1866	3222	2246	1462	1444	3113	1271	4850	3588	2125	2553	2064	2260
g8657	9	1	1	9	6	4	3	2	9	1	1	0	2	7	4	6	7	1
g8658	200	105	160	106	88	118	129	70	81	48	87	98	108	95	68	72	154	122
g8659	8	12	3	21	12	12	34	13	10	12	3	2	5	23	9	16	20	25
g8660	244	232	351	119	442	206	59	219	306	248	115	548	37	292	237	106	210	540
g8661	191	143	250	165	226	178	160	96	133	217	199	105	166	170	41	226	184	288
g8662	26	17	70	66	34	34	30	20	17	25	33	27	23	57	37	7	90	29
g8663	547	127	267	373	534	521	281	238	345	200	396	309	356	372	173	389	235	596
g8664	48	117	63	113	82	86	6	84	39	11	35	54	98	38	64	137	32	88
g8665	95	22	7	1	29	25	35	32	28	16	37	24	27	30	21	65	27	57
g8666	2064	1764	1327	2891	2093	1749	2126	2238	1909	935	2404	1138	3215	1734	2899	3855	2549	2306
g8667	47	89	32	47	83	76	104	46	38	3	27	33	9	49	57	14	71	49
g8668	4	24	39	5	13	0	2	16	6	13	53	31	36	8	22	27	18	12
g8669	559	194	220	212	628	57	123	338	80	50	281	49	442	409	69	202	178	319
g8670	61	23	44	29	91	26	53	26	71	35	37	34	53	55	30	33	67	79
g8671	513	151	784	1233	1049	1100	294	477	476	148	472	1413	297	398	404	1867	1176	1346
g8672	235	150	141	172	416	95	335	193	160	174	118	151	171	197	253	234	219	164
g8673	1	2	0	590	183	9	95	5	25	52	5	28	35	10	0	21	4	116
g8674	3126	1663	1688	2636	800	660	1067	557	479	891	7	169	631	180	279	962	991	1015
g8675	164	125	191	993	92	137	373	3	559	30	521	7	309	169	10	458	263	436
g8676	1154	220	485	1231	1359	698	855	1163	724	371	589	695	916	1126	725	1416	1038	1509
g8677	689	522	436	549	620	374	440	327	669	273	312	518	445	449	305	455	445	608
g8678	415	327	546	334	610	556	498	227	373	241	270	209	362	403	213	191	425	265
g8679	11	0	1	4	13	1	2	15	4	2	7	17	0	6	1	1	0	9
g8680	18	9	10	2	1	2	5	5	10	0	4	1	18	4	25	1	4	33
g8681	49	0	0	29	7	0	48	0	0	4	30	19	4	56	0	21	98	0
g8682	504	480	165	477	818	22	522	490	251	254	738	238	602	309	57	163	194	1370
g8683	2355	1236	2326	2073	1813	1763	2253	1395	1469	1168	1413	2380	2309	1909	1570	1780	2420	2248
g8684	220	60	177	181	188	234	331	52	472	500	347	234	291	91	136	375	184	226
g8685	646	271	265	644	554	481	229	225	244	256	444	290	344	279	310	518	538	484
g8686	43	273	673	14	78	370	345	2	505	94	11	219	771	129	108	101	7	34
g8687	2	0	4	0	0	0	0	2	0	8	3	0	1	1	0	1	0	0
g8688	144	61	47	48	139	90	55	96	41	40	63	82	232	199	18	30	102	7
g8689	2714	2288	7107	2671	13724	8210	6240	4737	5985	7038	3247	4536	2591	9609	2617	9463	6534	9724
g8690	0	0	0	2	2	2	0	0	11	0	7	0	4	0	15	13	0	1
g8691	54	28	21	17	32	20	30	28	23	14	24	26	37	14	12	24	59	64
g8692	4330	1957	5697	3954	6114	4151	4579	4367	3212	3204	3127	2037	7210	3944	3981	6955	3900	4368
g8693	6	15	7	8	11	6	4	6	2	11	12	5	0	4	5	4	7	8
g8694	1294	686	444	962	545	659	2157	607	476	1057	1636	1658	2326	1734	497	1374	1316	3044
g8695	337	177	263	442	309	186	336	190	216	248	402	272	336	320	267	342	276	458
g8696	22831	18072	23400	36172	39231	29310	22682	20607	35974	14248	20611	35082	22156	15481	20818	37208	22719	31154
g8697	31	24	56	58	97	35	71	17	91	36	73	31	49	30	27	41	9	59
g8698	42	1	64	29	28	109	36	10	117	1	52	62	81	3	28	136	97	12
g8699	1808	893	2513	1116	1430	1465	1607	991	1133	742	1370	1751	1995	615	865	1486	1010	1255
g8700	629	671	840	1291	846	963	625	341	483	322	694	739	671	743	816	548	1231	1636
g8701	4160	2340	4070	4256	5143	3842	2078	1746	2828	2727	3102	5331	3845	3736	1704	4672	3802	3215
g8702	687	831	212	365	630	982	565	315	379	597	709	158	1354	188	953	432	619	353
g8703	560	208	265	146	298	367	254	122	164	160	261	72	508	59	232	214	486	253
g8704	7	5	4	39	2	11	1	3	2	0	2	2	0	1	0	0	2	22
g8705	664	324	755	196	374	606	438	355	343	345	632	432	467	196	346	722	296	681
g8706	7	6	3	3	1	10	2	9	10	0	6	8	1	8	3	1	20	15
g8707	250	155	301	218	234	188	163	161	149	132	195	156	383	220	161	310	117	304
g8708	2443	422	824	923	1285	818	795	78	1161	613	1514	1220	511	434	459	712	1135	829
g8709	243	112	155	454	317	372	220	115	146	128	102	274	149	88	71	322	209	323
g8710	1043	361	1040	421	575	2010	1374	612	2439	469	1313	465	3307	1349	2414	1236	856	918
g8711	6050	4459	5537	4924	6200	5496	6052	3307	3526	3716	3773	3506	5500	4817	3435	7983	5419	3894
g8712	1916	581	1432	1052	719	850	1106	316	659	542	989	541	1084	1171	126	2016	692	1480
g8713	1900	608	2153	1079	1236	1348	1687	1235	1910	1490	1618	1050	1797	1261	835	1614	1505	3000
g8714	303	183	168	326	358	386	177	210	140	165	287	263	194	255	187	261	244	249
g8715	71	89	184	67	194	154	147	108	71	110	32	161	237	108	127	136	102	205
g8716	1833	1330	1233	2517	1835	1652	2173	1101	1615	862	1812	1362	2205	1957	1112	1271	2013	2083
g8717	621	501	641	730	393	590	477	364	377	205	595	642	397	631	283	510	486	435
g8718	1646	2373	2077	1062	1689	830	3546	614	1464	893	1581	516	3005	1304	661	1076	1463	707
g8719	44	5	1	15	101	6	11	0	8	13	7	17	20	19	5	2	36	16
g8720	9	3	4	6	7	4	15	0	4	7	10	7	16	7	6	17	3	12
g8721	6	0	8	5	5	7	9	6	5	1	1	8	9	1	2	6	8	0
g8722	20	9	16	37	24	16	9	11	13	5	18	17	22	17	7	33	9	33
g8723	880	689	1682	974	1771	1837	1231	729	1235	715	765	567	1355	1101	639	1694	928	1355
g8724	5	3	9	5	0	8	0	3	5	1	5	1	9	3	5	0	3	5
g8725	5831	1865	6159	6027	3130	4438	4326	1797	3254	1641	6577	3304	3769	3290	2478	4731	2448	4183
g8726	127	40	15	87	11	59	138	10	32	13	42	29	45	318	26	151	49	89
g8727	137	113	139	127	128	155	100	45	112	53	135	115	143	115	61	135	97	88
g8728	15	4	2	7	0	3	2	3	1	13	12	1	28	15	1	5	13	4
g8729	3463	1356	2734	2764	3670	1653	1863	1192	2650	953	2396	2224	1671	2240	1039	2985	3463	2866
g8730	61	17	76	8	153	92	20	53	30	79	5	55	2	105	82	42	89	19
g8731	24	7	14	6	30	28	5	13	42	13	15	13	22	14	10	25	17	14
g8732	6	9	0	20	40	15	0	2	0	13	7	32	22	65	0	15	22	54
g8733	1428	847	1087	820	963	1037	989	644	1147	672	966	752	1461	827	827	882	1252	1272
g8734	5	3	0	2	5	3	3	2	6	3	5	5	5	5	3	5	1	4
g8735	270	139	133	110	69	93	248	162	145	126	140	171	125	247	146	183	130	268
g8736	335	118	39	42	161	211	155	110	385	43	136	167	185	92	338	219	199	157
g8737	279	144	283	264	244	383	307	136	194	117	286	252	267	302	165	179	210	265
g8738	2	0	3	3	1	1	2	1	3	0	2	1	4	1	2	2	1	0
g8739	99	163	175	7	31	4	15	5	14	4	4	25	11	3	26	4	49	12
g8740	0	9	0	15	5	7	3	1	8	3	8	6	9	10	0	9	7	1
g8741	194	87	220	113	271	246	141	65	255	91	174	193	148	135	302	351	212	109
g8742	160	52	77	266	265	66	85	214	625	47	84	124	99	225	319	198	61	584
g8743	2106	1145	2379	1988	1754	1775	1920	875	1456	949	1142	995	1168	1316	821	1915	2334	1222
g8744	2811	2825	1913	2125	2038	1497	2540	2026	1043	2024	1888	2046	1618	1686	1779	1249	959	1761
g8745	379	169	188	483	359	461	184	169	218	288	184	294	412	267	419	296	300	313
g8746	14	5	7	7	7	6	1	1	2	5	1	0	4	7	13	4	9	3
g8747	39	28	62	105	67	35	21	32	82	24	28	64	65	42	26	20	68	65
g8748	0	0	0	0	2	11	9	0	2	8	20	1	10	0	0	27	0	4
g8749	3	3	2	15	6	3	3	2	6	2	3	3	7	0	1	0	9	8
g8750	627	874	647	919	1159	850	529	910	863	395	1005	511	959	765	776	1357	733	906
g8751	2966	1500	1668	1987	4029	2350	2570	1611	1789	1771	2237	2342	2752	1766	2043	3080	2942	2336
g8752	15	2	1	4	4	3	8	5	1	1	2	8	8	1	2	1	5	0
g8753	2069	1244	1888	1699	2169	1166	1379	924	1180	581	1793	1662	2210	1434	1340	1693	1335	2310
g8754	4041	1864	4387	3456	2702	3054	3414	2315	3170	2216	3090	2532	4618	3541	2131	2975	2799	4116
g8755	440	192	325	343	285	360	391	133	440	120	177	332	723	237	268	520	280	430
g8756	278	162	169	60	35	141	174	141	119	154	232	57	59	88	70	196	97	34
g8757	1471	1348	1151	1551	961	566	2233	390	650	278	1389	1351	2736	964	832	1169	1183	1044
g8758	235	115	121	82	164	212	188	46	90	103	252	93	191	132	77	288	131	175
g8759	96	11	8	15	40	6	11	3	20	10	56	24	19	127	13	13	18	41
g8760	1082	397	1351	1077	716	895	793	296	356	551	799	521	1056	804	287	778	410	610
g8761	50	1	0	44	0	12	13	53	7	5	37	28	41	24	15	2	41	4
g8762	5146	2441	3039	5047	7523	3844	4039	3030	4515	2945	4018	3542	5469	2846	3639	4157	3790	5077
g8763	4	3	8	6	11	6	9	0	15	13	2	3	8	9	5	2	23	1
g8764	12	5	12	12	10	10	7	5	10	5	9	14	12	13	16	8	10	7
g8765	17	3	6	9	4	7	11	4	3	9	4	7	0	11	2	5	0	1
g8766	1597	974	1360	1398	1394	1287	803	758	1377	1202	1359	827	2266	1020	944	1300	1414	869
g8767	422	205	306	286	521	441	641	174	291	190	288	263	720	464	202	334	598	657
g8768	1225	1028	1477	1755	1616	1461	1796	981	1308	634	1257	1388	1606	1212	1036	1330	1157	1462
g8769	394	303	623	453	191	490	463	488	418	207	122	217	436	226	330	276	364	523
g8770	5	2	14	7	16	5	3	4	7	9	2	8	20	3	5	3	12	2
g8771	206	116	88	104	83	148	104	45	106	93	111	93	126	95	219	56	155	139
g8772	15	4	28	27	30	0	14	4	38	5	0	28	82	29	8	3	83	25
g8773	133	27	122	68	38	117	66	102	71	40	83	48	135	46	63	157	69	77
g8774	376	139	89	191	903	439	520	91	613	215	219	425	793	375	499	383	115	359
g8775	31	15	4	5	19	0	0	85	73	23	25	0	0	1	19	23	16	213
g8776	30	12	11	25	23	19	14	17	23	26	8	12	23	19	20	9	12	20
g8777	2	0	4	0	5	18	2	8	3	1	1	14	14	0	4	2	0	3
g8778	78	37	47	42	57	50	57	27	44	29	50	51	37	72	40	71	100	60
g8779	3443	1092	1278	3489	2088	2280	1800	1570	2316	1144	2779	990	3201	1410	829	2750	2355	2661
g8780	12	1	24	18	23	19	7	9	62	2	25	10	30	4	41	11	35	19
g8781	26	25	37	47	48	10	48	27	55	7	38	36	57	30	17	33	30	31
g8782	8	2	5	8	6	10	10	5	2	4	6	8	4	2	2	4	8	6
g8783	119	12	15	3	40	0	5	92	0	2	0	2	0	0	0	0	0	1
g8784	1635	1066	1226	1558	1272	1276	874	1060	931	679	994	979	1944	1213	801	1379	858	953
g8785	287	125	260	319	301	203	101	213	220	111	207	143	206	272	128	177	149	106
g8786	420	423	108	79	28	112	237	312	174	397	379	231	419	347	605	134	506	582
g8787	787	328	618	241	504	645	714	256	447	352	463	505	405	497	352	456	556	597
g8788	4	3	2	18	43	0	1	8	1	1	4	14	14	0	5	13	1	2
g8789	1346	739	1257	1057	1228	1035	1244	726	714	651	778	1141	1340	935	697	907	1173	1272
g8790	6	2	0	2	2	0	5	1	5	0	6	1	6	9	3	2	2	2
g8791	8585	4429	10123	9951	9413	8474	10253	5311	8389	5121	7716	10053	11853	18229	6651	7375	6538	11785
g8792	5422	844	1438	58	3876	2843	6565	120	2046	3724	2735	2174	2349	952	6062	4833	1421	2138
g8793	209	160	182	199	168	252	202	130	240	143	289	192	322	232	280	191	314	187
g8794	50	37	51	115	57	79	47	27	55	15	12	39	10	40	34	18	6	32
g8795	4139	4834	5588	2860	3793	2893	3695	3957	4402	2893	4146	3955	5049	3186	2986	6432	5199	5375
g8796	6	10	21	21	78	4	6	4	18	5	0	19	14	14	9	12	11	16
g8797	10	7	4	4	3	5	8	2	5	2	2	5	5	3	4	6	5	5
g8798	7440	7352	5860	10479	37896	14219	11512	1868	12479	6422	17229	5571	16097	5527	14174	12872	11398	13527
g8799	11	14	9	8	31	4	3	4	6	7	10	8	14	5	7	7	4	5
g8800	14	11	57	31	46	32	20	10	29	34	32	42	57	55	33	24	69	28
g8801	865	760	1060	1478	3267	2343	538	329	1329	890	581	327	967	2021	624	1651	844	604
g8802	1470	404	990	653	886	1224	560	832	1117	630	762	470	1100	446	578	712	418	915
g8803	0	0	4	0	2	4	1	0	0	3	0	1	2	1	1	1	12	2
g8804	202	335	287	218	560	225	165	93	303	52	130	173	361	437	158	138	343	187
g8805	791	238	1087	259	470	707	784	265	441	333	416	196	272	642	268	647	770	649
g8806	472	155	188	429	219	281	228	160	459	90	283	213	220	160	187	315	146	213
g8807	6	0	0	4	14	1	1	9	0	1	9	3	1	0	15	1	2	0
g8808	168	131	62	25	93	85	55	79	150	50	129	199	75	81	49	31	126	32
g8809	10	29	90	12	30	46	42	41	64	2	18	56	26	27	13	42	16	31
g8810	862	439	872	721	470	655	579	411	692	468	421	522	585	501	666	793	812	761
g8811	786	439	792	828	910	672	764	462	552	321	530	658	873	887	666	872	736	989
g8812	12	5	6	31	17	23	12	40	6	9	94	3	11	50	1	2	34	36
g8813	1823	803	1871	756	857	973	784	845	1169	1242	827	1526	879	677	1696	797	934	724
g8814	1581	1007	1493	1179	1735	1632	1536	760	988	767	951	852	1889	1197	777	1779	1306	1373
g8815	1930	1463	2665	2489	2252	342	2065	1307	2131	1059	2447	931	1797	2237	1775	1316	1873	1917
g8816	17	12	14	7	7	51	16	7	14	12	11	18	50	16	7	39	16	23
g8817	188	114	52	48	123	108	59	61	26	25	50	33	12	85	52	393	57	57
g8818	41	17	36	35	40	30	18	10	35	28	28	19	29	29	23	34	26	30
g8819	10	4	13	3	16	11	7	9	6	7	12	7	6	8	19	7	23	8
g8820	760	1017	979	1089	2154	1382	2177	1375	962	852	527	891	732	1640	1335	1792	981	820
g8821	32	4	28	3	4	5	22	9	18	8	1	5	1	10	3	3	2	53
g8822	376	124	215	170	227	268	139	104	191	68	93	278	196	168	118	286	164	311
g8823	17	32	143	165	61	46	20	28	63	18	69	20	103	79	18	1	51	30
g8824	815	436	546	646	628	511	570	259	521	470	385	409	423	401	366	340	834	526
g8825	26	67	160	39	111	53	31	16	167	10	53	30	55	15	83	80	164	22
g8826	2079	965	1948	1518	2396	1704	1295	1548	1388	1119	1548	2104	2961	1350	593	2040	1956	1699
g8827	1	3	1	3	0	4	4	3	5	3	3	1	5	3	2	1	3	4
g8828	9015	6233	6739	8950	10159	4577	4199	4833	2214	2803	4896	4933	6101	8027	4147	5842	6538	9057
g8829	88	13	16	21	1	53	12	33	37	17	46	65	35	62	34	6	61	38
g8830	2	1	2	4	6	2	5	4	5	1	4	6	3	3	4	2	0	5
g8831	425	212	204	100	268	145	113	342	180	177	98	277	440	252	151	303	561	438
g8832	1266	759	690	1067	904	2264	667	594	531	945	804	672	1046	1220	602	767	1789	744
g8833	902	468	909	803	986	471	1030	487	300	361	512	791	667	1023	803	604	834	682
g8834	9	2	0	3	8	7	4	2	0	2	3	2	6	1	7	2	2	8
g8835	277	132	177	287	266	264	203	156	163	170	230	112	244	194	147	250	193	229
g8836	28	1	4	5	11	13	10	4	6	5	1	4	23	8	4	12	7	2
g8837	48	27	88	82	17	37	28	119	14	45	53	15	122	40	89	36	152	50
g8838	0	33	29	35	16	0	6	8	51	0	89	80	6	15	48	37	164	21
g8839	168	71	136	94	79	204	123	74	92	309	44	9	266	137	109	167	299	37
g8840	7891	4899	5954	4990	5912	5378	6526	5775	4609	4523	6126	7954	8498	6226	6139	11905	6688	6183
g8841	191	101	99	195	136	116	113	74	56	86	156	221	175	139	43	133	115	219
g8842	1	0	1	1	0	0	2	7	2	0	0	0	0	0	4	19	0	0
g8843	8	6	1	7	6	6	1	5	5	3	6	3	0	3	4	5	12	7
g8844	3	5	2	1	4	10	6	0	5	3	1	0	9	8	1	5	12	6
g8845	1068	658	679	745	779	866	987	715	612	420	1198	888	1165	542	1311	1005	581	1894
g8846	2	0	0	4	3	3	9	0	6	1	12	2	1	17	0	23	0	4
g8847	832	176	171	83	400	86	67	155	548	11	93	194	121	128	372	268	0	534
g8848	363	246	212	134	272	305	355	289	290	210	215	299	352	250	232	424	276	402
g8849	3730	925	2087	1849	1105	1301	2452	1261	968	971	2285	1491	1657	1567	1720	2162	2351	1878
g8850	49	124	124	87	452	101	304	22	40	287	18	33	125	311	59	40	0	127
g8851	426	278	137	162	94	208	268	13	154	46	204	17	1046	186	41	283	153	553
g8852	243	238	527	330	487	254	185	201	182	100	66	126	180	100	239	320	281	356
g8853	108	111	172	205	174	103	120	75	151	57	115	161	201	145	58	82	70	163
g8854	167	155	750	631	57	104	58	207	121	560	66	75	147	204	174	18	73	870
g8855	14	3	0	0	0	1	2	9	3	0	11	0	0	0	1	0	0	18
g8856	136	60	138	140	83	97	212	73	174	43	108	206	142	189	42	68	67	77
g8857	1565	1814	1406	112	1014	2786	673	2595	3865	343	2826	1627	2110	633	2204	3083	149	1241
g8858	344	43	199	267	727	233	399	50	174	114	153	476	108	288	90	423	493	325
g8859	161	192	193	208	121	91	173	360	186	150	132	236	172	534	398	100	257	415
g8860	245	20	53	1	32	26	16	114	12	26	15	61	15	82	93	4	49	62
g8861	251	118	316	450	245	229	171	193	316	171	246	332	293	126	81	265	177	207
g8862	387	196	179	142	448	178	283	63	130	131	135	177	161	196	96	343	172	264
g8863	144	146	54	184	151	115	141	80	83	131	144	101	295	118	77	156	160	150
g8864	631	162	463	586	492	602	449	190	481	330	532	459	265	612	570	443	466	605
g8865	38	3	10	32	7	6	2	12	5	16	3	17	43	107	41	14	6	6
g8866	34	6	43	32	37	2	23	20	24	15	25	36	53	10	9	1	121	15
g8867	1075	773	1038	1425	1371	766	1194	586	1270	520	750	1050	1477	960	744	1031	976	1285
g8868	1102	618	921	610	913	365	490	342	724	457	737	822	294	479	763	541	578	1127
g8869	25	10	33	13	47	37	20	19	43	23	22	19	41	26	20	26	14	31
g8870	1029	882	1291	513	731	538	701	298	549	484	699	284	847	438	476	1466	644	386
g8871	128	183	170	413	122	102	216	98	352	165	173	206	341	266	100	60	128	223
g8872	2989	781	1405	2213	2359	1752	1406	518	1467	909	1745	1241	2966	832	1068	918	1625	1556
g8873	262	68	188	410	501	166	43	344	62	212	70	209	170	302	201	167	342	151
g8874	158	105	65	127	103	35	171	103	229	93	94	191	215	87	54	101	68	144
g8875	234	170	179	290	144	173	93	209	239	171	290	78	292	172	127	184	225	276
g8876	224	446	956	406	462	180	294	129	66	176	40	430	149	478	110	308	1087	117
g8877	45	5	13	5	43	22	31	11	14	6	6	17	11	25	12	28	9	46
g8878	61	21	41	60	109	31	68	21	79	21	30	30	66	20	48	15	50	76
g8879	7476	2472	4922	3616	7823	5682	6631	2655	2996	3132	3117	3878	4939	4953	5174	6320	6751	7341
g8880	635	205	396	369	306	400	474	335	470	353	503	457	316	327	172	395	454	702
g8881	11	8	44	5	54	35	21	3	27	4	20	16	13	10	14	38	13	39
g8882	802	1012	1104	1138	1983	1214	1217	882	764	1025	1029	1297	1839	1607	1194	1160	1759	1703
g8883	777	308	1870	699	848	927	256	22	343	123	390	106	175	335	479	586	219	867
g8884	20	8	41	50	8	30	25	13	5	11	8	8	37	13	22	20	12	9
g8885	45	40	86	177	248	154	184	115	149	20	33	77	74	41	72	309	57	175
g8886	420	158	423	173	749	690	343	101	222	134	218	320	180	198	205	220	268	310
g8887	924	695	584	451	982	1499	1326	378	476	716	916	500	1564	761	1015	704	631	585
g8888	191	76	142	67	94	73	53	44	91	20	48	101	65	63	43	195	79	30
g8889	37	33	8	7	2	11	25	33	7	21	49	15	20	17	7	48	28	20
g8890	63	21	38	51	33	32	63	19	68	25	73	91	12	21	7	43	38	29
g8891	91	74	42	111	55	56	72	117	179	23	171	164	222	224	17	235	15	230
g8892	35	12	43	27	29	32	35	19	7	16	35	48	58	11	32	38	33	27
g8893	0	3	5	3	8	0	2	0	3	2	6	4	2	2	4	2	5	4
g8894	239	148	320	181	239	167	236	117	95	148	115	217	333	220	187	317	164	112
g8895	286	227	239	344	328	332	154	161	130	139	145	218	237	424	180	264	411	145
g8896	455	249	354	271	333	283	185	164	287	163	182	393	385	257	252	251	245	267
g8897	35	47	43	40	44	96	92	24	106	82	38	119	56	35	57	123	116	113
g8898	1478	945	1607	1741	2393	1046	1226	563	985	641	1418	1314	1429	1614	1636	2500	1731	2087
g8899	1426	682	1294	1218	1183	543	1145	976	1156	524	856	1085	1395	943	815	1126	1342	1303
g8900	1106	576	425	650	766	990	1108	604	617	411	630	922	539	480	338	1517	603	645
g8901	562	284	328	265	284	39	638	299	602	322	135	234	584	562	370	362	158	190
g8902	965	759	629	1506	1452	845	1539	865	411	740	671	805	835	1176	328	680	938	805
