	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18
g7453	2412	1993	1273	2330	1146	1540	2444	1822	818	1251	834	757	1624	968	844	770	1850	800
g7454	0	0	0	0	1	26	1	0	5	0	2	10	10	3	0	22	3	19
g7455	8	46	13	29	47	40	84	49	16	27	29	13	29	8	21	29	21	33
g7456	6	8	9	13	11	4	12	13	9	14	4	7	7	7	11	17	16	11
g7457	2	8	5	2	4	5	11	3	5	7	5	1	6	6	1	4	12	5
g7458	3439	6134	3564	9728	3133	2259	6935	5879	1970	3760	3205	2132	4736	6062	1932	5222	3601	5052
g7459	0	4	1	2	3	5	5	3	1	0	1	0	0	3	1	3	4	3
g7460	73	133	64	124	111	31	99	96	16	106	77	39	96	84	68	47	76	38
g7461	2	2	5	11	5	8	4	3	20	6	8	0	6	6	9	1	19	1
g7462	347	345	75	175	82	353	395	108	212	105	164	124	75	130	84	63	191	119
g7463	2	0	1	0	4	1	1	3	18	13	0	2	0	1	1	2	2	4
g7464	1513	1463	981	1857	1102	1234	2206	1598	1573	1547	773	940	1086	1200	860	1874	2149	923
g7465	287	480	440	106	350	1168	114	17	392	209	226	332	480	149	193	348	472	222
g7466	2284	2098	1682	6208	1202	2430	5287	6443	2035	2569	751	2232	2858	1187	1609	1685	2005	1220
g7467	497	933	0	25	1	31	11	163	210	45	27	194	30	672	1	276	1383	160
g7468	5	12	0	3	1	3	0	17	3	6	5	1	2	4	2	5	5	2
g7469	32	96	62	75	35	30	22	60	132	5	1	100	11	21	23	23	15	2
g7470	6	33	15	26	6	8	6	10	11	6	9	3	1	5	4	23	9	2
g7471	6249	5548	6489	6038	4891	3556	9197	4786	5579	4889	2852	4616	5915	2698	4141	9251	7621	3187
g7472	274	343	177	428	359	184	354	238	235	189	146	163	215	138	174	317	162	93
g7473	507	536	456	428	258	561	274	791	233	569	411	414	275	411	618	627	469	266
g7474	423	736	428	1098	718	535	689	635	434	370	244	454	324	437	429	683	606	329
g7475	1	0	3	3	2	3	2	0	0	1	1	3	4	1	4	6	1	0
g7476	96	56	95	205	96	44	111	124	117	151	60	72	105	93	65	121	68	48
g7477	775	1622	615	992	749	634	1854	1775	418	1059	520	471	1265	313	446	747	707	332
g7478	1013	889	671	1969	653	885	1226	1511	881	729	457	609	1020	911	392	995	1282	623
g7479	1	13	9	21	14	24	8	2	0	2	2	2	12	2	0	2	9	1
g7480	201	625	256	175	468	120	459	436	150	154	125	192	391	209	154	308	223	121
g7481	702	1155	745	1217	1265	1143	1960	1336	734	1368	807	1287	1222	603	649	1114	1251	767
g7482	9	16	5	24	10	22	13	26	20	21	12	18	19	13	7	7	16	14
g7483	491	259	386	244	466	598	694	598	339	329	306	299	580	387	318	655	491	282
g7484	1	8	4	11	32	6	10	6	23	14	3	9	4	6	24	17	17	13
g7485	11	175	23	0	215	8	42	234	1	16	147	19	47	37	58	27	30	38
g7486	6720	14419	9298	13303	12087	8051	13029	10311	9187	10059	5064	6437	8850	5620	8251	13597	11253	4714
g7487	143	180	176	161	236	55	171	105	51	33	68	52	67	83	255	179	90	64
g7488	8	5	14	7	0	6	12	7	17	2	3	11	2	7	4	12	5	6
g7489	40	19	9	46	44	19	29	34	16	43	15	15	22	28	13	23	15	13
g7490	36	6	8	9	10	10	31	25	38	31	6	7	6	5	12	16	13	37
g7491	864	1419	600	873	811	770	1812	936	1252	1014	802	777	923	938	639	1392	1053	653
g7492	1351	2318	2076	2965	2529	2201	3927	2839	1232	2211	1072	984	1514	1427	1846	4608	2044	2026
g7493	739	565	782	566	747	642	1286	702	500	384	306	546	870	171	439	572	662	408
g7494	328	449	124	323	513	67	325	402	243	159	327	349	600	324	299	387	471	219
g7495	86	65	53	21	42	59	68	78	17	84	30	58	90	36	57	143	21	27
g7496	688	1323	639	648	558	737	1311	1013	532	574	454	533	477	486	478	851	886	362
g7497	37	33	23	84	27	28	68	48	34	35	20	31	33	30	20	54	51	24
g7498	2460	3248	2103	5545	2776	2599	2890	2754	2811	2032	1763	2079	2519	2106	1791	3000	2667	1677
g7499	11	13	6	53	1	0	1	2	7	5	12	6	9	4	3	8	4	4
g7500	49	98	33	28	57	31	74	52	89	33	53	20	54	65	37	44	27	25
g7501	19	35	41	103	44	12	87	42	103	40	20	29	43	15	8	31	13	22
g7502	390	186	84	223	101	73	131	206	126	27	44	251	435	49	112	133	188	29
g7503	1348	844	1642	1430	1078	1267	1322	1500	958	1082	153	475	796	724	589	1013	1501	777
g7504	57	76	60	117	70	56	140	99	75	59	41	39	19	30	29	43	48	18
g7505	472	177	240	201	314	358	763	484	199	43	48	205	169	189	341	426	401	50
g7506	0	1	0	0	12	0	22	0	2	1	3	4	0	1	4	1	0	6
g7507	38	80	25	71	53	16	138	11	42	26	8	15	0	11	2	48	24	89
g7508	166	111	133	200	52	159	77	412	159	180	128	172	156	266	93	185	76	84
g7509	62	4	0	13	0	2	34	0	1	0	6	1	0	23	0	8	0	0
g7510	1002	1186	840	2092	703	660	978	751	846	379	502	595	695	883	293	1524	686	516
g7511	11	3	2	18	12	4	4	0	18	13	1	3	36	13	6	13	7	0
g7512	5	5	6	13	16	5	14	10	5	15	3	3	8	8	4	19	2	0
g7513	309	331	337	517	443	218	633	415	329	347	163	308	305	267	217	284	429	191
g7514	2	1	7	6	14	3	6	0	4	1	8	10	7	1	3	0	5	0
g7515	743	645	636	1096	589	669	1291	898	947	371	819	521	561	899	320	1344	1072	549
g7516	8419	21086	12964	22313	18849	12535	31966	23382	13569	19271	11697	10543	19482	15847	8118	22932	14932	8458
g7517	103	138	69	177	224	99	148	149	162	216	109	88	185	54	57	183	161	96
g7518	1	5	0	48	8	0	9	6	0	5	1	10	2	11	5	0	36	11
g7519	136	166	125	152	185	134	226	167	93	80	86	80	119	148	82	125	134	114
g7520	246	17	162	160	259	44	65	272	1	51	132	352	5	2	89	159	373	120
g7521	825	930	503	2028	579	781	804	846	419	480	295	488	453	530	547	720	1038	390
g7522	5	12	3	19	33	18	88	26	6	20	30	8	2	3	14	22	6	16
g7523	1054	1523	693	1533	652	610	1183	1341	971	1045	260	505	1163	732	639	1769	2242	635
g7524	1253	1678	1035	3675	1073	1425	2915	2117	1046	1332	1141	1218	2085	807	1011	4491	1982	1601
g7525	7	7	32	126	7	35	103	20	9	6	0	13	7	15	47	18	17	2
g7526	4	7	3	2	7	0	0	0	7	3	2	3	0	1	3	4	12	6
g7527	671	716	172	283	309	205	217	390	570	369	362	428	371	420	391	1101	831	247
g7528	52	58	24	33	45	36	39	69	30	39	6	74	129	42	24	105	106	28
g7529	597	1255	728	1866	1372	1016	3323	1498	842	1692	993	1256	1152	1135	735	2064	863	544
g7530	134	226	139	322	287	159	313	336	36	246	200	83	159	117	193	255	151	135
g7531	801	1221	734	1751	1085	774	1885	1849	968	1144	586	690	990	808	763	1304	940	941
g7532	1087	2612	1675	1788	2339	647	5090	1526	837	999	1005	276	1978	738	451	1090	1103	1352
g7533	2086	2087	1665	3364	2997	1736	2966	2224	1770	2186	1170	1260	2057	1667	1279	2509	2592	1190
g7534	444	964	257	464	458	238	658	501	461	89	103	331	252	220	145	397	578	481
g7535	2622	4192	2410	4407	3512	2234	4253	3628	2603	3062	1552	2544	3199	2048	1936	3524	4339	2030
g7536	56	104	72	302	128	10	61	79	134	133	24	24	217	13	159	170	52	37
g7537	8875	5257	3367	4988	3266	6182	8980	9506	7952	8571	5927	3814	11164	3771	4904	7007	10433	4031
g7538	784	550	206	969	316	371	694	409	448	637	302	418	317	201	505	413	338	394
g7539	88	161	78	0	431	4	155	56	10	52	8	26	36	10	1	43	151	16
g7540	82	46	42	157	97	35	119	88	55	92	26	52	41	52	55	69	54	21
g7541	44	3	26	3	42	0	0	0	0	0	1	0	1	9	3	27	5	3
g7542	1006	546	628	1297	1009	417	2044	790	469	360	364	654	1843	183	531	593	1072	754
g7543	11	14	12	15	10	16	25	21	12	12	4	1	7	6	11	13	14	8
g7544	2	8	2	4	6	2	0	3	3	0	0	5	1	1	2	6	1	2
g7545	2093	3042	1530	1946	1511	1417	1810	2441	1477	1143	1194	1156	2603	1257	873	2738	1476	1431
g7546	1518	3702	1215	3203	2414	1183	2337	2533	1859	2140	909	1245	2024	1154	896	2797	2916	1373
g7547	48	13	8	0	2	15	5	3	2	24	14	11	14	0	7	8	13	10
g7548	1077	1640	2278	6918	935	2754	631	2972	841	1896	1078	855	2886	1143	2065	2776	2600	4072
g7549	116	279	313	119	261	189	145	202	200	142	133	237	103	202	160	114	284	92
g7550	24	18	7	19	7	11	24	48	13	23	9	11	13	7	12	14	16	6
g7551	135	153	111	239	48	60	255	226	111	90	51	120	58	58	67	243	208	73
g7552	862	596	600	1001	524	543	2567	405	441	663	327	310	675	723	839	707	616	240
g7553	1273	1608	1179	2333	1958	1859	3118	3197	1967	1713	1711	1580	1531	1080	1147	1640	1460	974
g7554	6	2	5	12	18	6	18	8	9	18	10	19	17	0	13	5	13	4
g7555	10739	13043	6338	8006	11164	8488	14418	6907	10672	6726	4478	7920	23553	5105	8911	11770	16277	8135
g7556	102	179	135	264	200	118	184	168	137	83	39	82	52	108	89	64	152	115
g7557	14	29	19	30	31	10	47	29	21	32	18	9	23	13	18	31	31	22
g7558	7877	8758	6438	10109	7941	5289	10422	9706	8965	5552	4777	5698	12358	5257	6824	11582	10604	5119
g7559	342	235	304	450	414	213	579	465	281	241	223	269	427	155	164	440	391	242
g7560	1173	3506	2776	2487	3062	1982	2889	2905	1212	1407	1056	1071	1612	1536	2540	2454	1860	1344
g7561	11	27	13	19	7	13	27	10	13	7	7	19	15	17	10	11	12	3
g7562	6	3	7	54	1	3	4	8	28	0	1	11	27	1	0	9	4	4
g7563	140	228	229	201	176	174	233	201	153	216	91	118	113	148	172	326	145	163
g7564	17	5	21	1	1	13	1	7	2	1	6	4	3	7	3	15	0	0
g7565	318	309	172	350	274	228	402	342	251	308	233	268	265	156	167	208	221	166
g7566	92	95	45	40	49	48	82	94	58	39	53	34	88	31	38	57	38	44
g7567	2806	2997	2639	4141	2405	2659	3231	3001	2763	2059	1609	2004	2178	1928	1594	3215	3747	1920
g7568	179	172	82	79	233	330	47	225	99	4	92	124	83	81	74	77	105	56
g7569	65	131	136	189	474	104	255	75	151	70	110	95	41	113	78	107	269	88
g7570	5142	6573	4924	6845	10798	6519	8445	5777	4121	4830	3340	5096	6198	5441	2875	7429	4896	2770
g7571	2119	4120	2763	3194	3436	1772	2458	2945	3115	3648	1593	1388	2602	1899	3187	4703	2590	1318
g7572	0	21	0	23	2	7	2	2	0	0	1	0	0	13	0	2	0	2
g7573	1433	2039	1441	1758	1884	1356	2525	2258	1442	1364	532	1008	1209	1214	907	1725	1403	775
g7574	268	170	170	241	63	66	61	162	149	239	167	132	205	412	135	182	40	61
g7575	18	50	37	64	48	30	55	18	12	24	32	22	32	23	22	38	29	17
g7576	160	160	154	207	142	108	266	165	179	137	101	92	180	119	100	226	189	153
g7577	801	849	477	1017	776	735	1699	935	458	611	531	451	705	278	376	897	721	483
g7578	39	33	27	118	24	59	29	111	28	42	4	4	93	27	20	105	90	4
g7579	278	428	249	359	285	292	304	351	336	235	208	271	296	135	214	431	463	290
g7580	35	51	23	170	23	22	78	18	20	63	136	116	66	79	85	85	249	30
g7581	12	0	2	0	24	0	4	1	1	0	0	2	0	0	4	0	48	36
g7582	756	1494	1209	1187	704	361	1709	1669	1031	884	413	1219	695	870	759	1528	667	658
g7583	50	44	37	119	69	27	127	56	166	67	28	39	97	43	39	74	96	67
g7584	26	93	8	179	2	38	2499	117	19	96	12	15	101	312	4	412	351	0
g7585	218	4371	2173	1002	435	525	4326	358	842	902	972	2642	865	1781	416	1745	806	521
g7586	79	47	16	58	1	4	28	85	22	52	8	28	3	28	0	7	4	2
g7587	24	21	22	34	28	9	19	17	11	14	14	17	12	17	14	17	16	17
g7588	366	273	210	174	177	69	340	307	204	199	226	405	214	293	117	291	78	107
g7589	329	116	88	425	234	50	19	22	132	48	46	184	101	218	164	122	53	68
g7590	29	44	29	26	19	21	46	48	24	65	14	10	31	13	16	35	41	32
g7591	1822	2402	1158	1185	1968	552	1900	863	1452	1757	728	567	832	1277	1193	1162	1177	693
g7592	2	3	5	2	1	1	3	4	1	2	2	2	4	3	0	1	0	0
g7593	2	0	2	7	2	1	0	9	1	10	0	0	1	8	1	3	3	1
g7594	18	26	16	30	19	19	19	26	14	12	12	21	14	15	17	13	16	10
g7595	15	75	53	50	44	37	37	48	61	32	18	34	26	32	53	40	65	42
g7596	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0
g7597	27	60	19	13	15	56	74	39	24	12	5	17	18	16	34	79	31	22
g7598	8	20	3	13	60	4	2	2	1	17	6	1	6	1	0	2	6	10
g7599	10	12	1	2	5	6	9	12	1	4	0	3	7	4	5	19	5	11
g7600	452	988	777	1402	482	559	1516	883	713	702	244	458	224	536	513	1239	1100	442
g7601	346	2423	885	1472	641	1343	3007	1743	1209	891	420	270	1183	132	350	1078	237	429
g7602	661	1039	715	882	765	804	1430	874	631	740	606	380	753	413	363	398	729	348
g7603	2209	4673	4062	2669	2937	3222	2541	3001	2491	3637	1069	2600	3531	2149	2177	4619	3562	2096
g7604	109	51	90	54	1	5	13	38	4	5	22	7	0	5	0	25	17	24
g7605	251	1059	481	319	489	227	685	823	343	254	411	278	334	83	306	610	230	330
g7606	115	71	85	100	112	45	168	134	63	73	69	120	110	107	48	113	129	80
g7607	9	12	8	25	12	11	44	11	8	9	3	3	8	11	10	31	13	3
g7608	215	287	306	454	150	197	193	458	208	145	192	215	41	261	49	283	349	134
g7609	325	721	383	743	1100	569	432	468	439	595	330	375	646	448	305	736	596	589
g7610	894	2043	870	1629	1281	2688	2070	1273	677	2063	1162	1555	1737	2386	1622	1945	1697	892
g7611	5064	9347	1924	4491	3238	2242	3306	2787	6548	3810	1102	1182	3909	1658	3688	1887	8331	2108
g7612	690	642	545	1083	793	436	1433	869	470	677	364	532	709	775	522	762	797	441
g7613	18	12	21	28	31	24	30	24	29	14	8	15	30	14	14	25	38	11
g7614	50	102	14	101	67	70	75	49	46	69	26	36	70	61	22	26	55	54
g7615	2	16	2	10	2	4	20	6	6	2	3	0	10	2	6	6	9	3
g7616	5	2	13	5	7	7	14	11	7	2	3	7	7	1	9	20	21	5
g7617	39	57	18	21	75	43	2	76	58	14	9	12	18	81	62	11	121	44
g7618	850	683	369	659	456	221	824	264	319	391	249	161	565	415	363	482	926	511
g7619	2082	4933	4098	5842	4923	1467	2406	13001	6249	4852	3121	1101	3041	641	3141	8242	3024	2038
g7620	15	76	7	29	5	4	3	23	2	7	31	6	14	41	5	12	29	5
g7621	86	179	74	217	203	113	189	119	184	110	80	197	116	104	129	184	230	126
g7622	1750	2015	1108	1646	1475	1199	2284	1957	1277	1027	991	883	1486	861	1112	2376	1737	973
g7623	823	1327	433	1307	686	1180	2674	1470	625	1113	309	981	940	803	522	1091	1148	359
g7624	4	3	7	1	2	3	20	21	8	8	1	2	2	6	4	1	1	2
g7625	16	12	4	28	35	13	17	27	10	19	10	17	11	13	7	29	40	10
g7626	694	502	278	708	535	390	734	665	520	389	287	269	474	461	343	387	439	397
g7627	14	24	11	33	48	20	28	23	5	16	10	7	20	7	6	29	30	11
g7628	823	1357	972	1655	1224	1342	1691	1045	1102	1147	685	933	1227	771	770	1369	1084	526
g7629	347	485	336	448	240	427	403	667	313	301	286	267	321	293	252	433	517	247
g7630	488	455	231	517	564	316	1248	383	346	741	307	330	494	436	291	668	353	290
g7631	15	12	14	11	19	10	44	23	15	14	2	17	25	10	13	23	25	14
g7632	42	53	35	141	93	67	146	104	26	17	23	74	60	47	77	84	76	33
g7633	308	476	353	758	383	288	489	613	339	306	261	270	356	292	253	530	352	263
g7634	8	142	59	3	66	0	58	61	18	0	5	36	19	23	0	20	54	34
g7635	1040	1501	912	1142	1024	1170	2245	2149	1098	1147	885	1172	755	896	905	1584	1693	854
g7636	21	43	19	67	71	7	8	31	92	46	23	66	43	12	18	126	32	38
g7637	9	20	14	25	9	16	15	37	16	18	20	19	14	9	6	22	22	6
g7638	14	14	29	37	14	20	28	3	15	17	8	11	23	26	21	12	11	8
g7639	13	25	10	23	17	11	22	13	8	13	12	16	27	9	10	24	10	7
g7640	25	17	28	15	76	14	12	27	6	37	45	73	24	17	16	7	34	17
g7641	224	206	447	398	274	380	668	525	270	740	97	158	669	187	171	744	274	284
g7642	4	5	3	8	12	2	10	4	4	5	6	5	9	10	4	6	2	2
g7643	848	1168	789	937	523	693	920	1923	1374	398	772	626	809	778	400	1377	1436	454
g7644	7	14	12	19	8	9	13	14	3	10	13	5	0	8	8	11	5	5
g7645	684	729	821	1290	1233	508	1045	774	994	700	348	530	489	577	460	1363	970	326
g7646	355	649	383	496	586	408	765	625	503	524	320	485	388	428	314	410	637	366
g7647	871	1097	1016	1606	1029	609	1399	1723	1269	993	362	723	1205	775	445	1389	1341	763
g7648	729	1159	893	2049	4875	1142	3239	3118	1942	551	757	947	1186	312	1195	868	741	1030
g7649	164	130	115	162	282	114	208	283	113	150	121	175	208	115	125	196	263	143
g7650	5	3	18	6	0	23	2	10	17	16	5	1	2	8	6	63	2	8
g7651	938	1107	1072	1785	1491	934	999	2756	713	488	945	240	959	739	731	1253	641	757
g7652	1166	1225	1184	1096	1279	896	1756	1586	1067	1596	475	957	1168	860	781	1877	1065	1194
g7653	90	135	99	147	69	52	277	202	148	84	57	59	135	55	56	78	117	53
g7654	26	20	4	16	11	7	14	11	10	20	11	8	27	7	7	15	17	3
g7655	16	53	42	130	47	31	7	12	34	18	21	64	36	44	5	85	47	11
g7656	122	29	33	87	54	29	32	131	58	55	19	93	102	32	37	25	152	114
g7657	92	140	134	215	192	37	409	212	169	146	31	76	192	153	78	151	303	75
g7658	3152	2835	1818	3730	2113	1737	3245	3297	2695	2877	1799	1825	2747	1776	1205	3014	3484	1407
g7659	143	118	111	235	175	134	163	183	203	87	64	187	167	144	216	254	255	143
g7660	0	8	0	20	4	3	14	6	11	14	8	5	12	8	9	19	9	8
g7661	206	956	234	457	544	354	761	709	264	256	412	345	396	266	332	460	358	310
g7662	36	62	27	60	60	36	79	69	52	37	15	30	50	39	26	57	44	25
g7663	2383	3789	2289	4928	2498	2267	3158	4382	1966	3861	1869	2214	3483	1730	2820	3651	3643	2108
g7664	0	0	0	0	0	0	1	7	3	3	0	0	0	0	6	0	0	0
g7665	20	37	15	5	1	13	14	63	2	60	36	1	25	17	21	1	0	5
g7666	375	251	171	529	346	195	346	358	139	217	145	152	198	197	183	525	243	122
g7667	6	1	1	3	2	1	10	5	2	1	3	6	1	4	2	4	0	12
g7668	5	28	11	22	10	10	11	6	7	9	20	17	11	12	4	18	10	9
g7669	0	0	5	7	312	13	8	0	0	4	27	0	1	1	0	0	44	4
g7670	227	308	169	343	292	308	389	205	222	251	135	162	274	182	211	356	335	159
g7671	11	19	12	19	23	9	28	21	9	7	8	20	13	17	8	15	15	8
g7672	372	890	226	629	510	138	433	545	635	367	328	355	386	204	384	413	500	159
g7673	12	9	10	20	17	2	39	1	11	5	2	4	9	23	4	17	20	8
g7674	6	5	3	6	4	1	6	4	6	2	1	4	6	2	5	7	4	1
g7675	3896	5196	3150	5217	7229	3504	3685	5288	3696	4803	2057	2264	4063	1670	3028	5477	3916	2681
g7676	7	2	0	0	2	5	4	1	0	4	3	2	2	2	2	1	1	2
g7677	12	5	1	2	0	0	0	0	8	12	0	0	13	0	9	4	1	0
g7678	1122	1074	1338	847	2053	779	1583	462	697	630	425	644	1287	691	383	1253	659	533
g7679	16	32	20	30	22	18	23	18	16	24	13	20	15	23	17	24	31	12
g7680	29	323	24	12	107	125	54	261	42	296	54	340	117	34	152	159	239	72
g7681	8473	13053	11555	13698	10807	3619	18239	12958	8315	10885	7028	8681	9336	7634	6452	16804	14059	6251
g7682	7	21	4	26	129	21	3	26	94	0	0	129	1	192	130	3	714	4
g7683	211	589	425	455	452	346	526	481	332	212	294	352	411	200	164	357	182	255
g7684	144	262	72	236	162	98	209	164	153	65	95	97	128	90	119	182	86	54
g7685	0	3	0	3	0	0	0	0	3	5	4	0	1	2	0	5	2	2
g7686	46	57	33	47	28	43	94	75	34	63	39	33	53	22	41	72	50	47
g7687	5	5	3	5	1	3	6	1	2	1	3	1	5	1	0	1	7	1
g7688	135	163	29	153	85	56	53	25	20	121	61	121	129	34	77	148	55	44
g7689	30	78	115	76	62	63	321	214	7	12	16	24	21	56	6	67	154	29
g7690	3	2	8	0	0	0	9	24	5	0	9	11	10	0	0	5	8	12
g7691	2632	1600	3969	6958	3099	949	721	6621	3413	3045	1242	4092	3516	3053	3369	2314	4285	1034
g7692	2672	2941	1921	3350	3030	2076	3298	3952	2513	2344	1245	3091	2344	1584	2050	3600	3208	2028
g7693	954	2103	739	1259	1936	1077	2208	1894	604	1618	978	1052	1396	787	723	1090	2335	431
g7694	1424	2346	757	2314	1105	956	3339	1422	1170	1057	993	1133	1356	511	736	1534	1990	1122
g7695	0	1	1	4	1	1	0	7	3	1	6	2	7	9	6	5	16	4
g7696	231	308	128	253	87	205	672	208	172	200	114	209	277	196	150	272	320	171
g7697	4	0	7	1	4	0	2	9	3	1	1	2	5	1	0	1	2	1
g7698	266	341	659	821	627	510	962	723	483	590	369	247	523	377	676	990	541	288
g7699	908	1472	708	1843	1087	743	1497	1019	754	659	464	803	892	927	441	900	802	546
g7700	3365	5344	838	6834	1474	1346	1788	5033	3067	4754	2928	812	1946	2565	3263	1073	4074	2701
g7701	3	0	4	3	0	2	1	9	4	0	0	5	29	0	0	2	0	13
g7702	17	35	23	21	21	24	45	34	20	13	3	12	10	16	15	13	15	6
g7703	3	9	10	9	10	1	9	8	1	2	2	6	5	5	6	4	4	9
g7704	232	232	59	183	49	78	214	171	20	177	79	192	63	158	490	107	235	106
g7705	744	1303	940	1125	1442	948	2443	1119	1182	1147	783	675	973	1111	760	622	1215	509
g7706	34	38	70	95	9	95	15	31	95	12	12	95	42	34	43	10	90	9
g7707	75	87	112	95	110	94	177	81	119	129	40	76	119	129	21	99	186	34
g7708	1	94	7	0	131	402	71	32	20	157	150	19	62	653	67	59	721	239
g7709	846	1381	763	1088	1578	711	1360	1559	882	502	654	620	1159	458	805	1414	1092	586
g7710	669	141	396	1712	99	376	229	544	523	345	87	76	575	270	34	662	435	681
g7711	8	43	12	74	23	32	23	45	24	23	30	49	40	28	13	74	18	16
g7712	326	337	286	863	298	436	711	209	582	527	451	256	282	112	291	354	385	328
g7713	1131	5976	4464	4023	2980	2317	2182	2941	2200	1681	2589	978	2343	1220	3572	7204	2154	1510
g7714	3518	2538	1982	3861	2175	3049	5779	3318	2452	2134	1581	2910	3107	2673	2420	2870	4309	2325
g7715	376	443	309	569	558	312	641	769	264	212	287	557	290	352	282	613	585	267
g7716	352	745	1578	1277	289	43	435	627	741	1202	128	824	380	1899	420	693	667	925
g7717	207	269	193	294	306	141	515	243	175	176	89	205	178	186	118	233	209	95
g7718	370	803	193	481	698	175	488	723	840	430	403	596	576	397	508	782	546	377
g7719	559	907	525	1532	1053	574	2256	1341	642	504	399	558	546	633	281	521	344	757
g7720	2	0	1	5	2	1	1	0	1	0	0	3	3	1	9	0	2	5
g7721	14	8	6	4	27	11	3	39	9	28	7	21	2	36	2	50	18	18
g7722	3	12	40	10	4	40	0	0	10	37	2	0	21	12	21	9	1	19
g7723	308	558	299	276	340	342	394	513	271	439	146	241	379	160	222	437	358	263
g7724	15	37	2	9	3	1	5	9	4	4	0	12	9	5	11	3	7	6
g7725	370	473	587	449	528	373	762	461	357	317	241	410	318	297	189	587	526	208
g7726	1	5	0	4	6	1	2	3	9	0	19	0	26	17	6	14	1	29
g7727	23	146	113	519	182	134	120	94	135	12	56	25	47	344	224	26	259	63
g7728	389	897	908	300	1699	223	1210	1062	532	1131	191	545	254	406	389	415	522	266
g7729	185	522	213	529	307	64	210	616	589	55	155	223	270	440	113	404	412	223
g7730	329	766	405	482	666	448	401	427	270	235	275	362	550	312	376	884	533	299
g7731	55	89	63	82	79	103	51	61	64	42	23	30	47	28	35	75	114	36
g7732	107	1614	313	1086	5649	159	310	3637	568	2549	2307	1808	5043	1876	788	3722	770	342
g7733	62	559	174	295	27	143	91	207	92	22	35	88	56	105	94	134	324	275
g7734	124	110	70	38	109	90	64	159	124	60	63	115	56	116	61	198	212	56
g7735	739	783	303	1675	621	473	658	852	546	736	230	389	860	409	665	737	1036	591
g7736	425	609	331	1654	1014	530	1085	581	784	459	880	393	647	619	373	683	707	579
g7737	13	107	76	24	34	35	116	134	3	34	33	25	20	20	75	141	82	48
g7738	4	11	1	4	2	0	5	9	4	2	4	8	2	5	2	11	5	0
g7739	6	3	0	11	1	5	7	0	2	6	4	2	3	1	2	0	12	2
g7740	704	783	538	928	764	762	966	748	663	665	389	700	692	452	416	883	950	391
g7741	13	46	106	11	39	53	126	230	75	229	86	10	99	27	42	35	84	104
g7742	3147	2993	2571	4623	3753	3419	4076	2187	4096	1726	2002	2677	3553	2922	2875	4334	2396	4271
g7743	13	49	49	28	41	36	199	15	72	69	36	40	27	43	38	7	58	20
g7744	56	5	7	2	4	24	8	19	37	15	14	10	4	13	15	9	47	18
g7745	26	66	13	30	23	25	88	60	32	20	32	34	22	34	34	38	45	13
g7746	2892	5253	2482	6448	4339	4036	7754	4920	3046	3991	2703	3114	4229	3231	3525	5738	6856	2339
g7747	6617	11244	4447	10558	7680	8314	8644	7898	8198	9935	5182	4354	9628	3527	5397	13291	6396	3280
g7748	22	20	80	58	6	3	66	2	1	24	23	0	8	2	69	24	9	20
g7749	189	183	315	225	204	358	729	169	161	166	222	244	282	101	301	312	524	167
g7750	73	43	18	42	18	56	19	22	11	24	19	27	13	49	14	31	19	6
g7751	24	11	7	23	17	4	48	64	10	14	1	15	23	6	11	32	7	12
g7752	3	13	6	7	8	2	9	8	5	2	2	4	5	4	0	6	8	2
g7753	137	126	95	189	110	39	167	121	90	146	48	132	49	20	107	183	119	22
g7754	7	7	10	4	18	6	14	29	9	16	12	6	12	6	11	21	11	6
g7755	11	12	4	10	12	6	11	12	7	8	8	3	7	8	11	11	15	7
g7756	31	18	16	24	39	21	32	27	34	33	21	19	27	16	18	24	27	18
g7757	293	549	199	535	367	203	490	596	251	336	243	275	422	254	105	247	342	228
g7758	4	0	0	12	1	2	7	1	10	1	1	0	0	0	1	6	0	4
g7759	73	148	180	162	64	198	366	156	73	100	58	200	309	106	27	159	140	79
g7760	4	4	1	61	5	5	7	5	2	23	0	0	9	32	2	0	28	7
g7761	29	31	24	45	51	17	54	36	19	33	22	32	53	24	22	28	34	40
g7762	3	20	27	7	19	9	39	38	2	16	16	25	10	21	11	3	19	33
g7763	416	624	775	2508	2072	648	2721	1296	1703	870	826	423	136	482	677	1399	1285	1339
g7764	111	35	60	33	70	14	224	39	45	12	58	24	27	34	59	56	58	7
g7765	777	1321	843	2216	1035	2733	2041	1270	626	1468	874	625	2194	906	909	2415	855	723
g7766	1402	2011	1033	2437	1412	976	1697	2179	1861	1367	1084	647	1866	1541	981	2042	3689	1195
g7767	16	20	14	32	14	18	32	19	16	11	12	5	21	6	17	16	28	14
g7768	109	59	129	325	99	33	232	116	98	35	141	104	74	64	169	231	224	16
g7769	257	549	845	930	684	678	1152	536	456	518	332	444	637	415	707	512	1000	469
g7770	140	295	159	1010	564	136	511	496	342	102	180	151	108	212	180	285	346	86
g7771	1045	1522	743	868	1534	1502	3141	2480	642	987	1253	974	1144	991	828	1282	833	642
g7772	17	68	18	60	23	52	120	35	4	13	42	5	45	155	26	58	35	3
g7773	26	56	409	72	117	116	116	116	79	47	35	45	197	227	150	163	256	83
